Date,City,Locality,Avg_Price_sqft,Avg_Sale_Price,Demand_Index,Growth_%
2018-07-19,Hyderabad,Madhapur,4710.0,11614860,90,8.37
2018-07-20,Mumbai,Powai,11666.0,53546940,91,2.03
2018-07-21,Hyderabad,Kukatpally,4809.0,10199889,50,12.38
2018-07-22,Bengaluru,HSR Layout,8272.0,34320528,65,7.49
2018-07-23,Hyderabad,Gachibowli,5383.0,8790439,68,3.29
2018-07-24,Bengaluru,Electronic City,4415.0,4516545,66,3.28
2018-07-25,Pune,Hinjewadi,14780.0,32353420,74,3.75
2018-07-26,Bengaluru,Electronic City,10362.0,11864490,76,4.65
2018-07-27,Chennai,Velachery,8643.0,29930709,92,7.57
2018-07-28,Chennai,Velachery,14530.0,43807950,43,1.59
2018-07-29,Bengaluru,Indiranagar,11385.0,25172235,65,-0.68
2018-07-30,Chennai,Anna Nagar,4351.0,6643977,71,6.15
2018-07-31,Mumbai,Bandra,8230.0,19274660,55,8.83
2018-08-01,Mumbai,Powai,13228.0,38758040,70,-0.28
2018-08-02,Mumbai,Powai,5266.0,18520522,97,5.96
2018-08-03,Chennai,Velachery,6318.0,6084234,62,6.79
2018-08-04,Mumbai,Bandra,9070.0,24089920,46,12.65
2018-08-05,Mumbai,Andheri,6380.0,3802480,89,13.56
2018-08-06,Pune,Baner,13356.0,7118748,61,0.08
2018-08-07,Pune,Hinjewadi,4062.0,19761630,91,3.84
2018-08-08,Mumbai,Andheri,10726.0,26793548,99,9.76
2018-08-09,Mumbai,Bandra,11772.0,14208804,98,8.23
2018-08-10,Mumbai,Powai,12184.0,7493160,46,1.66
2018-08-11,Bengaluru,Whitefield,7947.0,8860905,54,3.35
2018-08-12,Pune,Wakad,14133.0,31389393,72,13.79
2018-08-13,Pune,Kharadi,12321.0,46930689,49,5.81
2018-08-14,Mumbai,Thane,8056.0,22806536,66,3.57
2018-08-15,Mumbai,Thane,4357.0,5773025,90,8.28
2018-08-16,Mumbai,Powai,12309.0,33197373,51,9.86
2018-08-17,Hyderabad,Jubilee Hills,9346.0,14112460,73,-0.52
2018-08-18,Hyderabad,Kondapur,5674.0,6491056,43,13.96
2018-08-19,Hyderabad,Kukatpally,7862.0,30866212,82,7.8
2018-08-20,Mumbai,Andheri,14693.0,47105758,86,-1.84
2018-08-21,Pune,Kharadi,8363.0,23240777,87,-1.1
2018-08-22,Mumbai,Bandra,12161.0,12635279,97,4.56
2018-08-23,Bengaluru,HSR Layout,7353.0,34956162,64,11.05
2018-08-24,Mumbai,Powai,14106.0,65212038,82,5.04
2018-08-25,Pune,Kharadi,5792.0,26440480,43,14.65
2018-08-26,Hyderabad,Kukatpally,10455.0,39164430,68,5.69
2018-08-27,Bengaluru,Whitefield,10327.0,20199612,79,10.29
2018-08-28,Hyderabad,Gachibowli,13531.0,32379683,89,12.04
2018-08-29,Chennai,Anna Nagar,8475.0,25569075,44,13.64
2018-08-30,Chennai,Anna Nagar,6897.0,33298716,48,7.58
2018-08-31,Mumbai,Thane,7794.0,21012624,95,13.73
2018-09-01,Hyderabad,Madhapur,12634.0,14112178,76,4.0
2018-09-02,Bengaluru,HSR Layout,12273.0,39948615,45,8.09
2018-09-03,Pune,Hinjewadi,13136.0,21740080,82,9.31
2018-09-04,Bengaluru,HSR Layout,6275.0,7555100,100,0.97
2018-09-05,Chennai,Velachery,13738.0,7913088,80,12.86
2018-09-06,Mumbai,Bandra,5213.0,20179523,49,3.92
2018-09-07,Bengaluru,Whitefield,11354.0,33006078,80,14.06
2018-09-08,Pune,Baner,13491.0,37113741,64,12.77
2018-09-09,Mumbai,Thane,14993.0,74785084,88,5.31
2018-09-10,Hyderabad,Gachibowli,4859.0,20281466,93,6.0
2018-09-11,Bengaluru,Whitefield,10066.0,5747686,43,6.47
2018-09-12,Bengaluru,Electronic City,7998.0,24145962,92,14.64
2018-09-13,Mumbai,Andheri,4935.0,22893465,55,9.43
2018-09-14,Bengaluru,HSR Layout,13443.0,53341824,52,12.07
2018-09-15,Mumbai,Thane,7300.0,35098400,42,10.22
2018-09-16,Pune,Wakad,14787.0,40886055,81,2.49
2018-09-17,Mumbai,Powai,5682.0,20659752,76,13.81
2018-09-18,Bengaluru,Indiranagar,14743.0,18517208,84,5.66
2018-09-19,Hyderabad,Madhapur,10060.0,37362840,96,12.92
2018-09-20,Pune,Hinjewadi,12868.0,34306088,98,7.44
2018-09-21,Chennai,OMR,14648.0,29442480,70,13.63
2018-09-22,Chennai,Velachery,13234.0,34990696,44,9.74
2018-09-23,Chennai,Velachery,5115.0,8787570,86,7.47
2018-09-24,Hyderabad,Banjara Hills,13228.0,39313616,47,14.79
2018-09-25,Chennai,OMR,6235.0,15213400,46,13.39
2018-09-26,Mumbai,Bandra,13785.0,28024905,66,10.87
2018-09-27,Mumbai,Andheri,4283.0,4013171,69,2.11
2018-09-28,Bengaluru,Indiranagar,11753.0,7768733,82,3.71
2018-09-29,Pune,Baner,14938.0,59169418,77,-1.39
2018-09-30,Mumbai,Thane,4454.0,9455842,72,5.29
2018-10-01,Hyderabad,Kondapur,4708.0,19444040,80,7.15
2018-10-02,Hyderabad,Kukatpally,12918.0,44360412,55,12.3
2018-10-03,Bengaluru,Whitefield,11232.0,43849728,92,12.66
2018-10-04,Bengaluru,HSR Layout,4082.0,17340336,80,-0.74
2018-10-05,Mumbai,Powai,8431.0,4493723,99,-1.1
2018-10-06,Hyderabad,Kukatpally,12863.0,46036677,58,6.34
2018-10-07,Hyderabad,Madhapur,13309.0,52370915,54,2.68
2018-10-08,Chennai,OMR,8281.0,21265608,42,12.43
2018-10-09,Bengaluru,HSR Layout,7179.0,28787790,71,3.54
2018-10-10,Chennai,Adyar,11657.0,13358922,52,2.99
2018-10-11,Hyderabad,Madhapur,6322.0,16177998,100,1.78
2018-10-12,Bengaluru,Indiranagar,8552.0,36003920,59,8.96
2018-10-13,Chennai,Anna Nagar,11328.0,15156864,86,3.89
2018-10-14,Hyderabad,Gachibowli,7456.0,16940032,68,9.91
2018-10-15,Bengaluru,Electronic City,8014.0,25155946,71,7.26
2018-10-16,Mumbai,Powai,14297.0,25076938,43,3.72
2018-10-17,Chennai,Anna Nagar,7525.0,24478825,78,13.72
2018-10-18,Pune,Kharadi,5298.0,2744364,62,8.41
2018-10-19,Bengaluru,Electronic City,9251.0,32952062,84,9.39
2018-10-20,Bengaluru,Electronic City,9568.0,19097728,56,14.06
2018-10-21,Mumbai,Bandra,4286.0,10745002,73,10.48
2018-10-22,Mumbai,Bandra,13895.0,53384590,62,6.13
2018-10-23,Hyderabad,Banjara Hills,11137.0,36674141,57,2.41
2018-10-24,Pune,Baner,7364.0,34765444,87,10.32
2018-10-25,Bengaluru,Whitefield,11988.0,43995960,95,7.29
2018-10-26,Chennai,OMR,12808.0,28126368,88,11.06
2018-10-27,Hyderabad,Banjara Hills,9013.0,13167993,45,9.27
2018-10-28,Hyderabad,Kondapur,10211.0,38577158,95,3.39
2018-10-29,Mumbai,Powai,10803.0,8847657,68,12.89
2018-10-30,Pune,Wakad,6352.0,5875600,52,9.79
2018-10-31,Mumbai,Thane,6750.0,28370250,74,3.24
2018-11-01,Pune,Baner,12722.0,28573612,97,14.57
2018-11-02,Pune,Hinjewadi,12502.0,10064110,57,-1.02
2018-11-03,Chennai,Adyar,4683.0,11515497,70,9.45
2018-11-04,Mumbai,Thane,7829.0,17638737,80,1.05
2018-11-05,Hyderabad,Banjara Hills,10051.0,33831666,82,6.1
2018-11-06,Bengaluru,Indiranagar,11367.0,48946302,100,-1.25
2018-11-07,Bengaluru,Electronic City,12708.0,61748172,64,7.83
2018-11-08,Mumbai,Bandra,6795.0,11653425,88,11.52
2018-11-09,Hyderabad,Kondapur,5304.0,13716144,75,10.75
2018-11-10,Chennai,Adyar,7771.0,28418547,46,1.59
2018-11-11,Chennai,Velachery,7838.0,20127984,82,13.12
2018-11-12,Mumbai,Andheri,8021.0,4924894,93,-0.36
2018-11-13,Bengaluru,Whitefield,10290.0,37887780,61,11.13
2018-11-14,Bengaluru,Whitefield,14706.0,48926862,40,4.4
2018-11-15,Bengaluru,Whitefield,9971.0,34210501,70,4.23
2018-11-16,Pune,Kharadi,14487.0,47242107,83,5.42
2018-11-17,Bengaluru,Electronic City,4613.0,11721633,77,1.46
2018-11-18,Mumbai,Andheri,13623.0,58415424,67,2.0
2018-11-19,Pune,Baner,10377.0,24375573,96,1.34
2018-11-20,Hyderabad,Banjara Hills,5552.0,7039936,58,2.42
2018-11-21,Chennai,Velachery,11735.0,37728025,97,13.08
2018-11-22,Mumbai,Bandra,6923.0,12454477,73,2.62
2018-11-23,Chennai,Velachery,7629.0,36436104,66,3.54
2018-11-24,Bengaluru,HSR Layout,10634.0,25074972,63,14.85
2018-11-25,Bengaluru,Indiranagar,8363.0,39690798,42,9.3
2018-11-26,Chennai,Anna Nagar,11749.0,37408816,63,10.73
2018-11-27,Mumbai,Powai,11894.0,16306674,62,10.96
2018-11-28,Chennai,Velachery,11837.0,11742304,67,6.08
2018-11-29,Hyderabad,Madhapur,11113.0,39428924,55,7.07
2018-11-30,Chennai,OMR,6074.0,29124830,64,13.58
2018-12-01,Pune,Baner,4286.0,13775204,69,10.17
2018-12-02,Mumbai,Bandra,6621.0,8375565,85,5.42
2018-12-03,Hyderabad,Gachibowli,7224.0,27819624,41,0.33
2018-12-04,Mumbai,Thane,9255.0,38398995,99,14.67
2018-12-05,Hyderabad,Jubilee Hills,6498.0,24490962,92,3.81
2018-12-06,Hyderabad,Gachibowli,4417.0,15675933,91,11.86
2018-12-07,Mumbai,Bandra,11345.0,13284995,87,10.92
2018-12-08,Hyderabad,Kondapur,14869.0,72560720,85,14.04
2018-12-09,Pune,Hinjewadi,13745.0,32713100,80,1.23
2018-12-10,Pune,Baner,11648.0,8141952,40,8.62
2018-12-11,Chennai,Adyar,12126.0,48491874,52,-1.14
2018-12-12,Bengaluru,Electronic City,12505.0,59261195,45,0.74
2018-12-13,Pune,Wakad,8224.0,38784384,89,12.64
2018-12-14,Pune,Kharadi,10546.0,45179064,49,12.66
2018-12-15,Hyderabad,Banjara Hills,12961.0,25481326,100,12.4
2018-12-16,Bengaluru,Indiranagar,7249.0,33613613,55,6.31
2018-12-17,Mumbai,Andheri,14942.0,70705544,41,6.67
2018-12-18,Bengaluru,Whitefield,11999.0,34617115,51,5.73
2018-12-19,Hyderabad,Kondapur,14596.0,57566624,47,3.54
2018-12-20,Bengaluru,HSR Layout,6502.0,26476144,42,5.51
2018-12-21,Bengaluru,Indiranagar,11957.0,19968190,93,12.15
2018-12-22,Mumbai,Bandra,6756.0,11701392,73,7.48
2018-12-23,Mumbai,Thane,4901.0,18315037,97,4.05
2018-12-24,Mumbai,Thane,7229.0,27311162,54,11.99
2018-12-25,Bengaluru,Whitefield,13651.0,32912561,40,9.92
2018-12-26,Pune,Baner,8083.0,32356249,59,8.12
2018-12-27,Pune,Hinjewadi,14189.0,50668919,96,10.88
2018-12-28,Mumbai,Bandra,9405.0,21622095,69,13.4
2018-12-29,Hyderabad,Kukatpally,9023.0,38834992,69,4.29
2018-12-30,Mumbai,Andheri,14250.0,20420250,77,0.43
2018-12-31,Bengaluru,Whitefield,11936.0,50728000,67,8.14
2019-01-01,Bengaluru,Whitefield,11961.0,40081311,72,13.96
2019-01-02,Bengaluru,Whitefield,4824.0,17110728,58,4.62
2019-01-03,Bengaluru,Indiranagar,6870.0,20980980,78,4.34
2019-01-04,Bengaluru,Whitefield,11616.0,18724992,51,6.6
2019-01-05,Chennai,Velachery,13883.0,64833610,60,11.05
2019-01-06,Pune,Wakad,10927.0,39217003,87,8.1
2019-01-07,Pune,Kharadi,9362.0,19145290,72,10.4
2019-01-08,Chennai,Anna Nagar,14954.0,27530314,91,7.38
2019-01-09,Bengaluru,Electronic City,14756.0,55098904,63,-0.99
2019-01-10,Chennai,Velachery,5370.0,24073710,63,3.07
2019-01-11,Hyderabad,Banjara Hills,12428.0,14341912,72,13.8
2019-01-12,Mumbai,Thane,7652.0,23093736,85,10.91
2019-01-13,Bengaluru,Indiranagar,10871.0,36580915,83,5.01
2019-01-14,Bengaluru,Electronic City,8277.0,23125938,76,13.88
2019-01-15,Bengaluru,Electronic City,11073.0,17107785,71,10.63
2019-01-16,Hyderabad,Banjara Hills,4713.0,11358330,63,7.5
2019-01-17,Hyderabad,Madhapur,10603.0,27419358,58,11.96
2019-01-18,Pune,Kharadi,10707.0,8961759,54,4.74
2019-01-19,Mumbai,Bandra,4561.0,8328386,48,14.59
2019-01-20,Chennai,Velachery,11480.0,49295120,87,3.34
2019-01-21,Chennai,Adyar,14696.0,22190960,40,13.24
2019-01-22,Bengaluru,Electronic City,14537.0,32853620,59,-0.24
2019-01-23,Pune,Kharadi,10517.0,18225961,93,0.68
2019-01-24,Chennai,Velachery,10498.0,29929798,78,-0.8
2019-01-25,Mumbai,Andheri,4491.0,11317320,86,14.29
2019-01-26,Hyderabad,Gachibowli,12619.0,62413574,92,-1.73
2019-01-27,Chennai,Anna Nagar,7370.0,34491600,95,4.01
2019-01-28,Hyderabad,Madhapur,9472.0,11773696,65,6.56
2019-01-29,Pune,Kharadi,11363.0,26862132,89,8.48
2019-01-30,Hyderabad,Jubilee Hills,8348.0,40011964,75,8.38
2019-01-31,Chennai,Velachery,4643.0,15498334,49,1.87
2019-02-01,Pune,Baner,10771.0,30309594,54,-1.37
2019-02-02,Hyderabad,Jubilee Hills,9867.0,37080186,40,0.12
2019-02-03,Bengaluru,Indiranagar,8260.0,20261780,95,10.37
2019-02-04,Hyderabad,Jubilee Hills,5785.0,17285580,58,3.57
2019-02-05,Bengaluru,Indiranagar,10027.0,44058638,44,8.85
2019-02-06,Chennai,OMR,9777.0,9131718,74,0.47
2019-02-07,Hyderabad,Madhapur,12688.0,8488272,47,5.29
2019-02-08,Pune,Baner,7181.0,16121345,94,10.85
2019-02-09,Mumbai,Powai,12824.0,38279640,88,-1.44
2019-02-10,Chennai,Velachery,12436.0,23230448,56,12.77
2019-02-11,Hyderabad,Madhapur,5703.0,23011605,80,5.47
2019-02-12,Mumbai,Powai,14068.0,57889820,61,14.61
2019-02-13,Mumbai,Bandra,6693.0,11525346,51,5.71
2019-02-14,Chennai,Anna Nagar,6853.0,5715402,76,13.77
2019-02-15,Bengaluru,HSR Layout,14719.0,13129348,49,13.2
2019-02-16,Hyderabad,Kukatpally,6537.0,32279706,95,9.38
2019-02-17,Hyderabad,Gachibowli,6820.0,17281880,53,13.22
2019-02-18,Bengaluru,Whitefield,13299.0,61148802,89,7.23
2019-02-19,Mumbai,Bandra,6169.0,15089374,82,-1.61
2019-02-20,Chennai,Adyar,10651.0,16956392,48,14.19
2019-02-21,Mumbai,Thane,4453.0,18617993,60,12.18
2019-02-22,Bengaluru,Indiranagar,7518.0,5352816,82,5.49
2019-02-23,Mumbai,Powai,14619.0,40304583,56,3.21
2019-02-24,Bengaluru,Indiranagar,12607.0,56277648,86,14.47
2019-02-25,Pune,Baner,14926.0,9492936,59,7.2
2019-02-26,Mumbai,Thane,5373.0,6689385,82,8.42
2019-02-27,Chennai,Adyar,4721.0,13634248,90,4.8
2019-02-28,Bengaluru,Indiranagar,7637.0,31227693,100,-0.33
2019-03-01,Chennai,Velachery,13977.0,60240870,51,3.62
2019-03-02,Bengaluru,HSR Layout,11903.0,53658724,41,9.18
2019-03-03,Chennai,OMR,4216.0,13933880,57,-0.12
2019-03-04,Pune,Wakad,4212.0,7194096,59,3.34
2019-03-05,Hyderabad,Madhapur,5558.0,19819828,53,11.11
2019-03-06,Chennai,Velachery,12218.0,25144644,41,1.07
2019-03-07,Hyderabad,Banjara Hills,4236.0,21171528,97,1.21
2019-03-08,Chennai,Anna Nagar,7102.0,9957004,93,1.63
2019-03-09,Mumbai,Powai,11544.0,12202008,64,9.17
2019-03-10,Mumbai,Bandra,14471.0,44556209,52,0.14
2019-03-11,Mumbai,Bandra,11060.0,25327400,55,2.78
2019-03-12,Hyderabad,Miyapur,11920.0,36582480,86,2.7
2019-03-13,Hyderabad,Banjara Hills,12020.0,25338160,75,10.03
2019-03-14,Chennai,OMR,10931.0,47724746,54,0.13
2019-03-15,Hyderabad,Miyapur,14529.0,20195310,100,1.67
2019-03-16,Chennai,Anna Nagar,10041.0,23666637,41,7.54
2019-03-17,Bengaluru,Whitefield,12979.0,11213856,43,0.19
2019-03-18,Hyderabad,Kondapur,9304.0,42426240,95,4.86
2019-03-19,Hyderabad,Miyapur,13067.0,62786935,51,3.17
2019-03-20,Bengaluru,HSR Layout,6188.0,15179164,71,-0.16
2019-03-21,Pune,Wakad,12258.0,56043576,90,3.06
2019-03-22,Hyderabad,Jubilee Hills,4137.0,7078407,45,6.72
2019-03-23,Chennai,Velachery,11299.0,22518907,100,14.88
2019-03-24,Mumbai,Thane,12259.0,46890675,69,11.7
2019-03-25,Bengaluru,Whitefield,13654.0,58070462,99,-1.91
2019-03-26,Hyderabad,Jubilee Hills,12752.0,25618768,95,6.99
2019-03-27,Pune,Kharadi,8911.0,43949052,83,6.45
2019-03-28,Pune,Wakad,8986.0,29815548,61,14.85
2019-03-29,Pune,Hinjewadi,6854.0,19945140,49,-1.79
2019-03-30,Bengaluru,Indiranagar,13352.0,63248424,46,0.32
2019-03-31,Chennai,Velachery,14236.0,11417272,52,0.59
2019-04-01,Pune,Wakad,13296.0,22656384,84,0.67
2019-04-02,Bengaluru,Electronic City,7508.0,21990932,78,2.94
2019-04-03,Chennai,Velachery,10749.0,12275358,100,-0.64
2019-04-04,Chennai,Velachery,4518.0,3284586,50,4.61
2019-04-05,Chennai,Velachery,14848.0,12769280,78,11.89
2019-04-06,Mumbai,Thane,7114.0,23084930,99,0.47
2019-04-07,Chennai,Adyar,7837.0,33761796,65,8.95
2019-04-08,Pune,Baner,11895.0,24920025,97,14.49
2019-04-09,Mumbai,Andheri,5097.0,9893277,92,7.25
2019-04-10,Pune,Baner,14030.0,25857290,62,10.07
2019-04-11,Chennai,Adyar,10308.0,30924000,93,11.69
2019-04-12,Mumbai,Powai,5442.0,24853614,80,5.43
2019-04-13,Mumbai,Andheri,5922.0,10245060,53,3.15
2019-04-14,Mumbai,Bandra,10217.0,47335361,89,7.04
2019-04-15,Chennai,Velachery,13890.0,56712870,45,4.26
2019-04-16,Chennai,Anna Nagar,10731.0,50199618,56,1.16
2019-04-17,Hyderabad,Kukatpally,4475.0,12820875,96,5.24
2019-04-18,Pune,Baner,4995.0,6128865,53,9.85
2019-04-19,Chennai,Velachery,13855.0,23927585,54,-0.81
2019-04-20,Mumbai,Bandra,10102.0,19961552,83,9.69
2019-04-21,Pune,Baner,6587.0,13332088,83,11.65
2019-04-22,Hyderabad,Kukatpally,4371.0,4231128,83,2.47
2019-04-23,Bengaluru,HSR Layout,5270.0,5233110,82,-0.12
2019-04-24,Mumbai,Powai,14349.0,21595245,55,12.2
2019-04-25,Chennai,Adyar,8489.0,32300645,86,2.68
2019-04-26,Chennai,Velachery,11018.0,54461974,45,6.65
2019-04-27,Mumbai,Bandra,8786.0,28958656,94,3.28
2019-04-28,Pune,Hinjewadi,9504.0,43965504,57,2.19
2019-04-29,Hyderabad,Jubilee Hills,11189.0,18562551,57,-0.39
2019-04-30,Chennai,Adyar,7268.0,34726504,52,6.85
2019-05-01,Hyderabad,Gachibowli,8541.0,37161891,89,4.69
2019-05-02,Bengaluru,HSR Layout,5692.0,13922632,95,-0.14
2019-05-03,Bengaluru,HSR Layout,14858.0,71704708,89,-0.85
2019-05-04,Chennai,Adyar,12266.0,13664324,97,1.54
2019-05-05,Hyderabad,Kondapur,9948.0,19259328,88,13.85
2019-05-06,Hyderabad,Madhapur,4963.0,4863740,93,13.43
2019-05-07,Bengaluru,Indiranagar,6565.0,26030225,94,7.32
2019-05-08,Chennai,Adyar,12036.0,32701812,72,8.53
2019-05-09,Mumbai,Bandra,13597.0,39213748,42,5.19
2019-05-10,Pune,Baner,13801.0,28002229,72,-1.61
2019-05-11,Chennai,Anna Nagar,14794.0,35313278,71,-1.47
2019-05-12,Pune,Kharadi,13756.0,7235656,94,11.17
2019-05-13,Hyderabad,Banjara Hills,7646.0,37251312,84,4.62
2019-05-14,Hyderabad,Madhapur,9915.0,36893715,74,10.16
2019-05-15,Hyderabad,Miyapur,5846.0,25617172,53,7.94
2019-05-16,Pune,Hinjewadi,6996.0,7457736,82,14.18
2019-05-17,Hyderabad,Kukatpally,13135.0,35779740,67,8.53
2019-05-18,Chennai,Velachery,7652.0,20828744,45,11.96
2019-05-19,Mumbai,Thane,4478.0,8011142,54,11.67
2019-05-20,Pune,Hinjewadi,4833.0,5379129,97,12.6
2019-05-21,Chennai,Adyar,14264.0,13308312,84,-0.54
2019-05-22,Chennai,OMR,5909.0,16037026,65,3.19
2019-05-23,Mumbai,Powai,6890.0,18506540,59,10.1
2019-05-24,Pune,Hinjewadi,11070.0,18132660,45,1.98
2019-05-25,Pune,Wakad,11422.0,34071826,88,8.87
2019-05-26,Chennai,Anna Nagar,5371.0,21210079,74,14.72
2019-05-27,Hyderabad,Kukatpally,6264.0,11306520,78,-0.6
2019-05-28,Bengaluru,Indiranagar,4298.0,4861038,60,2.96
2019-05-29,Pune,Kharadi,11813.0,23460618,66,0.97
2019-05-30,Mumbai,Powai,12373.0,41956843,52,7.01
2019-05-31,Hyderabad,Banjara Hills,9211.0,9726816,55,9.19
2019-06-01,Bengaluru,Indiranagar,8158.0,9683546,85,-0.72
2019-06-02,Bengaluru,Indiranagar,4209.0,16183605,62,1.31
2019-06-03,Pune,Baner,10833.0,34448940,59,-0.53
2019-06-04,Hyderabad,Kukatpally,10017.0,29369844,64,1.47
2019-06-05,Hyderabad,Madhapur,6388.0,30745444,63,14.99
2019-06-06,Pune,Wakad,9324.0,37184112,50,-0.77
2019-06-07,Hyderabad,Kukatpally,8337.0,34506843,97,9.8
2019-06-08,Chennai,Velachery,11675.0,35153425,67,7.37
2019-06-09,Hyderabad,Kondapur,10734.0,45254544,84,10.86
2019-06-10,Chennai,Anna Nagar,5336.0,6862096,87,12.95
2019-06-11,Chennai,Adyar,10746.0,40856292,67,12.15
2019-06-12,Mumbai,Thane,11400.0,17977800,88,10.09
2019-06-13,Bengaluru,HSR Layout,11404.0,16102448,75,7.79
2019-06-14,Pune,Wakad,7144.0,3743456,79,1.81
2019-06-15,Hyderabad,Gachibowli,10709.0,42996635,85,2.79
2019-06-16,Mumbai,Bandra,9264.0,7198128,60,11.13
2019-06-17,Bengaluru,Indiranagar,12246.0,33860190,100,-0.66
2019-06-18,Hyderabad,Gachibowli,8630.0,22386220,71,10.34
2019-06-19,Mumbai,Bandra,6118.0,11501840,54,5.68
2019-06-20,Bengaluru,HSR Layout,8856.0,17065512,73,1.1
2019-06-21,Hyderabad,Kondapur,4344.0,8453424,69,3.89
2019-06-22,Hyderabad,Madhapur,6043.0,19857298,56,12.34
2019-06-23,Chennai,OMR,4550.0,7480200,78,4.79
2019-06-24,Mumbai,Thane,6203.0,10352807,50,2.65
2019-06-25,Pune,Kharadi,5539.0,21003888,74,3.62
2019-06-26,Chennai,Adyar,7587.0,31926096,53,6.25
2019-06-27,Hyderabad,Kondapur,4482.0,20957832,79,13.19
2019-06-28,Bengaluru,Indiranagar,5219.0,20776839,43,8.78
2019-06-29,Bengaluru,Electronic City,11473.0,51433459,44,13.95
2019-06-30,Pune,Hinjewadi,9710.0,30741860,82,2.19
2019-07-01,Mumbai,Powai,6483.0,19799082,88,-0.06
2019-07-02,Bengaluru,HSR Layout,14949.0,26609220,100,11.23
2019-07-03,Bengaluru,Whitefield,13003.0,51764943,51,2.79
2019-07-04,Chennai,OMR,7468.0,36346756,46,13.09
2019-07-05,Chennai,Adyar,9510.0,22358010,69,11.03
2019-07-06,Mumbai,Powai,12972.0,11389416,64,13.81
2019-07-07,Mumbai,Powai,9207.0,11748132,86,13.2
2019-07-08,Hyderabad,Kukatpally,12464.0,23133184,78,-0.04
2019-07-09,Pune,Baner,10921.0,39042575,52,10.11
2019-07-10,Pune,Baner,9131.0,44924520,56,13.83
2019-07-11,Mumbai,Bandra,6915.0,19583280,65,-0.95
2019-07-12,Hyderabad,Gachibowli,4671.0,6684201,40,-0.4
2019-07-13,Mumbai,Andheri,4730.0,19033520,76,5.45
2019-07-14,Hyderabad,Kondapur,10851.0,18902442,69,2.79
2019-07-15,Mumbai,Powai,9766.0,25606452,61,5.44
2019-07-16,Bengaluru,Whitefield,8230.0,10583780,52,-1.9
2019-07-17,Chennai,Anna Nagar,5127.0,5347461,66,4.68
2019-07-18,Mumbai,Andheri,7296.0,30672384,91,3.32
2019-07-19,Bengaluru,Indiranagar,11363.0,43304393,80,-0.93
2019-07-20,Hyderabad,Jubilee Hills,7125.0,12910500,71,10.19
2019-07-21,Hyderabad,Jubilee Hills,10758.0,45323454,68,-1.34
2019-07-22,Bengaluru,Indiranagar,10714.0,5528424,49,5.42
2019-07-23,Bengaluru,Electronic City,14988.0,15182844,63,5.79
2019-07-24,Chennai,Velachery,10221.0,7440888,49,12.28
2019-07-25,Hyderabad,Miyapur,11001.0,45225111,96,13.88
2019-07-26,Pune,Hinjewadi,8881.0,15746013,95,8.64
2019-07-27,Hyderabad,Banjara Hills,7440.0,6420720,51,9.05
2019-07-28,Chennai,OMR,4046.0,7537698,48,0.11
2019-07-29,Mumbai,Thane,5734.0,25126388,91,7.3
2019-07-30,Chennai,Velachery,6172.0,30588432,66,12.71
2019-07-31,Mumbai,Bandra,11039.0,26328015,42,3.2
2019-08-01,Pune,Hinjewadi,13317.0,54652968,42,8.9
2019-08-02,Hyderabad,Banjara Hills,9088.0,14586240,85,5.21
2019-08-03,Mumbai,Andheri,6699.0,26320371,90,12.43
2019-08-04,Mumbai,Bandra,6151.0,12541889,55,8.09
2019-08-05,Chennai,Adyar,11039.0,31494267,83,1.58
2019-08-06,Hyderabad,Kondapur,14337.0,9032310,53,7.72
2019-08-07,Mumbai,Thane,9442.0,15088316,66,4.86
2019-08-08,Bengaluru,Indiranagar,13733.0,68005816,60,13.08
2019-08-09,Mumbai,Thane,11618.0,28034234,99,5.29
2019-08-10,Pune,Baner,10002.0,38447688,88,13.12
2019-08-11,Mumbai,Andheri,7870.0,34588650,50,2.68
2019-08-12,Pune,Kharadi,5057.0,21310198,55,4.33
2019-08-13,Chennai,OMR,14178.0,62099640,43,-1.06
2019-08-14,Chennai,OMR,8256.0,32718528,97,6.41
2019-08-15,Pune,Baner,11349.0,20065032,44,7.97
2019-08-16,Mumbai,Powai,4511.0,19586762,59,2.1
2019-08-17,Pune,Wakad,5514.0,17258820,59,9.41
2019-08-18,Chennai,Adyar,12280.0,16074520,68,13.22
2019-08-19,Bengaluru,Indiranagar,10805.0,6353340,92,5.3
2019-08-20,Bengaluru,HSR Layout,12968.0,27855264,74,2.88
2019-08-21,Chennai,Adyar,7312.0,31982688,95,4.78
2019-08-22,Mumbai,Thane,6719.0,30934276,67,8.81
2019-08-23,Chennai,OMR,6227.0,3125954,79,1.93
2019-08-24,Pune,Kharadi,4093.0,11345796,54,6.36
2019-08-25,Bengaluru,Electronic City,13891.0,62023315,66,-1.53
2019-08-26,Bengaluru,Electronic City,10849.0,6531098,88,4.91
2019-08-27,Mumbai,Thane,14023.0,18720705,74,7.7
2019-08-28,Hyderabad,Jubilee Hills,13512.0,49494456,62,13.6
2019-08-29,Pune,Baner,12384.0,30898080,84,12.36
2019-08-30,Hyderabad,Gachibowli,7393.0,11703119,43,14.2
2019-08-31,Pune,Wakad,7665.0,30989595,75,13.37
2019-09-01,Hyderabad,Gachibowli,10214.0,18599694,90,4.97
2019-09-02,Pune,Baner,6426.0,28833462,87,0.93
2019-09-03,Chennai,Adyar,8101.0,13447660,70,11.14
2019-09-04,Hyderabad,Gachibowli,5969.0,26908252,48,-1.09
