Listing_ID,City,Locality,Price_INR,Area_sqft,BHK,Posted_Date,Status
4483,Chennai,OMR,5343417,768,4,2026-07-02,Pending
4484,Pune,Baner,12403039,1490,4,2026-04-17,Sold
4485,Chennai,Velachery,14804275,977,1,2026-06-22,Available
4486,Hyderabad,Kondapur,54814558,4541,1,2026-04-17,Pending
4487,Hyderabad,Jubilee Hills,39088171,4571,1,2026-05-06,Sold
4488,Hyderabad,Miyapur,8262381,616,1,2026-07-04,Available
4489,Pune,Baner,3936010,566,5,2026-06-04,Pending
4490,Bengaluru,HSR Layout,17192662,2449,1,2026-06-23,Pending
4491,Pune,Kharadi,15398935,2371,2,2026-05-31,Available
4492,Hyderabad,Kondapur,15138685,3274,5,2026-07-05,Available
4493,Hyderabad,Miyapur,24429174,2940,4,2026-07-09,Sold
4494,Bengaluru,Whitefield,7542551,1515,3,2026-04-16,Pending
4495,Mumbai,Powai,47945783,3220,2,2026-06-07,Available
4496,Pune,Baner,15955294,2544,4,2026-05-11,Available
4497,Chennai,Adyar,26387915,2954,2,2026-06-22,Available
4498,Mumbai,Powai,24133617,3044,4,2026-07-06,Sold
4499,Mumbai,Powai,24449184,4266,4,2026-07-07,Pending
4500,Pune,Kharadi,25732600,2010,4,2026-06-11,Available
4501,Hyderabad,Banjara Hills,31716557,2704,1,2026-06-13,Sold
4502,Mumbai,Thane,11887017,804,2,2026-06-25,Sold
4503,Bengaluru,Whitefield,13419031,2748,2,2026-05-19,Pending
4504,Pune,Wakad,5830741,759,2,2026-07-08,Pending
4505,Mumbai,Andheri,23789588,3497,5,2026-07-03,Sold
4506,Chennai,Velachery,15358124,2900,4,2026-07-05,Pending
4507,Pune,Hinjewadi,52868600,4527,4,2026-04-14,Sold
4508,Bengaluru,HSR Layout,34143994,2712,2,2026-05-17,Sold
4509,Pune,Wakad,46353026,4405,1,2026-05-18,Sold
4510,Bengaluru,HSR Layout,4890465,732,3,2026-06-23,Pending
4511,Chennai,OMR,12468480,871,4,2026-07-02,Sold
4512,Pune,Hinjewadi,17829012,1618,1,2026-05-16,Sold
4513,Hyderabad,Madhapur,33404150,4406,5,2026-04-27,Pending
4514,Mumbai,Andheri,46616711,4488,3,2026-04-13,Sold
4515,Mumbai,Thane,50673128,3578,5,2026-07-03,Available
4516,Chennai,OMR,45606395,3850,1,2026-06-24,Available
4517,Hyderabad,Madhapur,18422839,1457,3,2026-04-13,Pending
4518,Bengaluru,Whitefield,21824288,1750,3,2026-05-11,Available
4519,Hyderabad,Banjara Hills,21198198,3737,3,2026-05-29,Pending
4520,Hyderabad,Miyapur,21530911,2110,2,2026-04-22,Pending
4521,Bengaluru,Electronic City,17089644,3380,3,2026-06-23,Available
4522,Pune,Baner,15750786,1196,5,2026-05-27,Sold
4523,Mumbai,Thane,15039367,1502,1,2026-07-05,Available
4524,Hyderabad,Madhapur,6687746,1122,4,2026-05-30,Pending
4525,Mumbai,Thane,5831821,1396,5,2026-06-23,Available
4526,Mumbai,Thane,23082407,2646,2,2026-05-26,Available
4527,Mumbai,Bandra,12492547,2373,3,2026-04-15,Sold
4528,Mumbai,Thane,23760968,2448,5,2026-07-04,Pending
4529,Pune,Hinjewadi,64649297,4744,1,2026-04-12,Available
4530,Bengaluru,Indiranagar,13951673,2903,3,2026-05-05,Sold
4531,Mumbai,Thane,10301318,1521,1,2026-04-15,Available
4532,Bengaluru,HSR Layout,29583281,3741,4,2026-05-18,Available
4533,Chennai,Adyar,27843764,3069,5,2026-06-29,Pending
4534,Mumbai,Powai,18375203,1694,2,2026-05-27,Sold
4535,Pune,Hinjewadi,18020926,1545,5,2026-05-21,Pending
4536,Chennai,OMR,27939234,4084,3,2026-06-14,Pending
4537,Chennai,OMR,38976745,3884,3,2026-07-05,Available
4538,Hyderabad,Kukatpally,47619966,4065,4,2026-07-01,Pending
4539,Bengaluru,Indiranagar,23833383,1981,2,2026-06-26,Pending
4540,Hyderabad,Kondapur,32292191,3219,5,2026-06-27,Pending
4541,Pune,Baner,12210375,1622,1,2026-05-23,Available
4542,Hyderabad,Kondapur,61287615,4160,4,2026-06-25,Pending
4543,Hyderabad,Madhapur,17232161,1246,2,2026-06-26,Available
4544,Chennai,Velachery,50946426,3706,3,2026-04-26,Pending
4545,Chennai,OMR,20869720,2427,3,2026-05-10,Pending
4546,Chennai,Adyar,15400299,2540,5,2026-07-04,Sold
4547,Bengaluru,Whitefield,15045119,1226,5,2026-06-03,Sold
4548,Pune,Hinjewadi,12071600,1461,1,2026-05-12,Pending
4549,Chennai,Velachery,15038671,3731,2,2026-06-06,Pending
4550,Mumbai,Powai,10778542,2089,1,2026-04-13,Available
4551,Chennai,Adyar,22341217,4453,5,2026-05-13,Available
4552,Pune,Kharadi,25017588,1943,5,2026-05-06,Sold
4553,Chennai,OMR,24899109,1976,3,2026-04-18,Available
4554,Mumbai,Powai,11483626,2215,1,2026-05-13,Sold
4555,Chennai,OMR,43963713,4180,4,2026-05-11,Available
4556,Bengaluru,HSR Layout,5328659,929,1,2026-07-04,Pending
4557,Mumbai,Powai,30733849,3959,3,2026-05-19,Available
4558,Chennai,OMR,14950443,1712,3,2026-04-30,Sold
4559,Hyderabad,Jubilee Hills,4647299,958,4,2026-06-10,Available
4560,Hyderabad,Miyapur,21326971,3946,4,2026-05-29,Available
4561,Bengaluru,HSR Layout,24433114,2762,5,2026-06-22,Available
4562,Pune,Hinjewadi,20508522,3040,5,2026-05-24,Sold
4563,Pune,Wakad,15664149,3452,3,2026-06-22,Sold
4564,Chennai,Anna Nagar,12807912,1189,4,2026-07-03,Available
4565,Bengaluru,Electronic City,15466840,1044,5,2026-04-12,Pending
4566,Bengaluru,Whitefield,4956057,783,5,2026-04-14,Sold
4567,Bengaluru,Electronic City,40962781,3344,3,2026-07-06,Pending
4568,Mumbai,Bandra,45797211,4011,4,2026-07-09,Sold
4569,Pune,Hinjewadi,10026967,1069,5,2026-06-13,Available
4570,Hyderabad,Banjara Hills,34952144,4467,5,2026-06-24,Sold
4571,Bengaluru,HSR Layout,17798549,3695,3,2026-04-10,Available
4572,Chennai,Velachery,18355034,1344,3,2026-04-29,Sold
4573,Pune,Kharadi,14402125,1004,3,2026-04-11,Pending
4574,Pune,Wakad,42662630,4442,4,2026-07-01,Pending
4575,Bengaluru,HSR Layout,14336518,2050,1,2026-04-15,Sold
4576,Chennai,Velachery,38843419,4499,3,2026-06-08,Pending
4577,Bengaluru,Whitefield,24293857,1887,1,2026-05-28,Sold
4578,Bengaluru,Whitefield,10636387,1617,2,2026-05-22,Pending
4579,Mumbai,Powai,38721623,4215,5,2026-04-20,Available
4580,Mumbai,Bandra,21686503,3150,5,2026-06-09,Available
4581,Chennai,Adyar,10958101,938,5,2026-04-23,Pending
4582,Hyderabad,Kukatpally,41486167,2893,1,2026-04-14,Pending
4583,Pune,Baner,19721708,2458,5,2026-06-01,Pending
4584,Hyderabad,Kukatpally,11044509,1710,5,2026-05-23,Pending
4585,Hyderabad,Gachibowli,32284606,2647,5,2026-05-29,Sold
4586,Mumbai,Andheri,26159275,3807,2,2026-06-04,Pending
4587,Mumbai,Thane,9531588,2249,3,2026-04-14,Pending
4588,Mumbai,Bandra,60582311,4886,4,2026-04-19,Pending
4589,Hyderabad,Miyapur,23137743,1729,3,2026-06-08,Available
4590,Bengaluru,Electronic City,37174196,2482,3,2026-04-21,Available
4591,Mumbai,Andheri,34436373,4594,5,2026-05-12,Available
4592,Pune,Hinjewadi,12468488,872,5,2026-06-14,Pending
4593,Hyderabad,Miyapur,19562426,1494,2,2026-07-09,Pending
4594,Pune,Wakad,19113479,2370,2,2026-04-15,Available
4595,Bengaluru,Indiranagar,17041280,3633,3,2026-05-28,Pending
4596,Hyderabad,Miyapur,17910249,2145,3,2026-07-08,Sold
4597,Hyderabad,Kukatpally,57505985,4447,1,2026-04-17,Available
4598,Mumbai,Bandra,35937501,3653,3,2026-04-20,Available
4599,Hyderabad,Miyapur,5734940,982,2,2026-07-02,Sold
4600,Chennai,Velachery,68953381,4674,3,2026-06-01,Sold
4601,Chennai,Adyar,41538376,3181,4,2026-06-21,Available
4602,Hyderabad,Jubilee Hills,35588821,2885,1,2026-05-21,Pending
4603,Chennai,OMR,27122137,2618,2,2026-06-10,Pending
4604,Hyderabad,Kukatpally,10636343,1145,1,2026-05-27,Pending
4605,Chennai,OMR,18402441,2660,4,2026-04-28,Available
4606,Bengaluru,Electronic City,64539209,4739,5,2026-05-24,Available
4607,Pune,Kharadi,8041630,1186,3,2026-06-27,Sold
4608,Mumbai,Thane,12392396,1053,5,2026-05-21,Sold
4609,Chennai,Anna Nagar,15989879,3668,4,2026-07-07,Pending
4610,Mumbai,Powai,34323686,3883,3,2026-06-24,Sold
4611,Hyderabad,Kukatpally,5208036,1168,4,2026-05-10,Pending
4612,Chennai,Anna Nagar,8658401,1871,1,2026-04-11,Sold
4613,Mumbai,Thane,3562948,516,5,2026-04-27,Sold
4614,Hyderabad,Kondapur,18273924,2342,3,2026-07-02,Pending
4615,Mumbai,Thane,18391696,4269,5,2026-04-23,Available
4616,Chennai,Anna Nagar,42988621,2981,4,2026-04-26,Pending
4617,Bengaluru,Whitefield,27746845,1908,2,2026-04-16,Sold
4618,Mumbai,Bandra,12412491,2663,3,2026-04-24,Sold
4619,Pune,Wakad,64944442,4398,2,2026-07-07,Available
4620,Pune,Hinjewadi,23831702,3786,2,2026-05-14,Pending
4621,Hyderabad,Madhapur,12041545,2050,3,2026-06-16,Pending
4622,Chennai,Velachery,22817804,4442,1,2026-05-01,Pending
4623,Pune,Hinjewadi,31753441,3080,2,2026-05-03,Pending
4624,Mumbai,Powai,8311535,1218,1,2026-07-02,Available
4625,Hyderabad,Gachibowli,14593117,1775,2,2026-04-30,Pending
4626,Chennai,Anna Nagar,45101376,3984,1,2026-05-17,Sold
4627,Pune,Baner,23492482,4322,2,2026-05-02,Available
4628,Hyderabad,Madhapur,27375947,2070,3,2026-06-08,Pending
4629,Bengaluru,HSR Layout,30423656,2961,5,2026-06-13,Available
4630,Chennai,Adyar,59996443,4743,3,2026-05-04,Sold
4631,Chennai,OMR,36596386,4936,2,2026-04-20,Available
4632,Bengaluru,Whitefield,37053856,2777,4,2026-05-06,Available
4633,Bengaluru,Electronic City,14977580,1654,1,2026-05-08,Pending
4634,Mumbai,Thane,38401665,2701,1,2026-05-10,Pending
4635,Hyderabad,Kukatpally,11993435,2549,5,2026-06-03,Available
4636,Mumbai,Powai,22724254,2367,1,2026-06-27,Pending
4637,Hyderabad,Kukatpally,9963951,1073,5,2026-06-08,Sold
4638,Hyderabad,Banjara Hills,12641361,2361,2,2026-05-01,Sold
4639,Pune,Kharadi,30332570,2026,4,2026-07-07,Sold
4640,Mumbai,Thane,15866078,3068,2,2026-05-09,Sold
4641,Pune,Baner,11130326,1692,5,2026-05-13,Available
4642,Pune,Hinjewadi,28247666,2926,3,2026-06-07,Sold
4643,Pune,Wakad,35105367,3310,3,2026-06-29,Pending
4644,Chennai,Anna Nagar,9904299,1548,1,2026-05-04,Pending
4645,Pune,Baner,4679666,810,2,2026-05-31,Pending
4646,Chennai,Adyar,24299108,3885,5,2026-05-15,Available
4647,Chennai,Adyar,37356465,2795,1,2026-05-24,Available
4648,Bengaluru,HSR Layout,51268568,3950,2,2026-05-16,Pending
4649,Chennai,Anna Nagar,49446815,4487,2,2026-06-27,Available
4650,Chennai,OMR,10870694,1484,5,2026-06-16,Pending
4651,Pune,Kharadi,34215964,4614,1,2026-06-21,Available
4652,Chennai,Anna Nagar,24077586,2782,4,2026-04-22,Sold
4653,Mumbai,Bandra,10009066,1950,4,2026-07-08,Pending
4654,Hyderabad,Kukatpally,7062221,1427,2,2026-06-11,Available
4655,Hyderabad,Kondapur,46131970,3734,2,2026-07-08,Pending
4656,Mumbai,Thane,22149337,4609,1,2026-05-19,Pending
4657,Hyderabad,Banjara Hills,21192732,1822,3,2026-06-13,Sold
4658,Chennai,Velachery,5437945,1008,1,2026-07-07,Sold
4659,Hyderabad,Miyapur,66032212,4871,4,2026-06-11,Sold
4660,Mumbai,Powai,58664686,4267,3,2026-06-01,Sold
4661,Mumbai,Bandra,16885241,4030,4,2026-06-20,Available
4662,Bengaluru,Whitefield,23652249,1716,5,2026-06-15,Available
4663,Bengaluru,Indiranagar,11388369,816,3,2026-06-17,Pending
4664,Mumbai,Thane,49363307,3631,1,2026-06-13,Pending
4665,Bengaluru,Indiranagar,12797105,883,5,2026-06-02,Sold
4666,Mumbai,Andheri,35678331,3138,1,2026-06-06,Sold
4667,Mumbai,Thane,13979011,1316,1,2026-06-18,Pending
4668,Mumbai,Andheri,42633090,4082,1,2026-05-07,Available
4669,Hyderabad,Banjara Hills,38295329,2879,3,2026-06-03,Sold
4670,Bengaluru,HSR Layout,29469913,2231,3,2026-05-13,Available
4671,Chennai,Anna Nagar,21955797,2827,3,2026-04-21,Available
4672,Hyderabad,Miyapur,40731029,3716,4,2026-04-18,Available
4673,Bengaluru,Whitefield,13640028,2416,3,2026-07-08,Available
4674,Bengaluru,Indiranagar,18440953,3636,2,2026-06-10,Pending
4675,Pune,Kharadi,6524348,612,3,2026-05-10,Pending
4676,Hyderabad,Kukatpally,42095451,3488,5,2026-05-30,Sold
4677,Pune,Wakad,32693885,2710,5,2026-04-21,Sold
4678,Hyderabad,Kondapur,17509364,2344,2,2026-06-03,Pending
4679,Bengaluru,Whitefield,22653003,1515,5,2026-06-13,Available
4680,Hyderabad,Jubilee Hills,40882442,4290,4,2026-04-25,Sold
4681,Mumbai,Powai,10003201,1528,1,2026-06-02,Available
4682,Hyderabad,Jubilee Hills,32744868,2933,4,2026-06-02,Pending
4683,Bengaluru,HSR Layout,15513350,2281,4,2026-05-31,Available
4684,Bengaluru,Whitefield,20716954,4153,1,2026-05-30,Available
4685,Bengaluru,Whitefield,24176358,1757,4,2026-05-30,Available
4686,Mumbai,Bandra,10113336,1197,1,2026-06-08,Available
4687,Chennai,OMR,24546077,4840,1,2026-04-13,Available
4688,Bengaluru,HSR Layout,17737275,1568,1,2026-06-26,Sold
4689,Chennai,OMR,57452327,4012,4,2026-06-22,Sold
4690,Bengaluru,Electronic City,31270133,3429,5,2026-05-21,Pending
4691,Bengaluru,Electronic City,15879624,1703,2,2026-06-28,Sold
4692,Mumbai,Powai,14765544,2279,3,2026-04-21,Available
4693,Chennai,Adyar,7251104,691,2,2026-06-25,Sold
4694,Hyderabad,Gachibowli,8160385,862,4,2026-07-04,Available
4695,Bengaluru,Indiranagar,43502507,4041,2,2026-06-07,Sold
4696,Mumbai,Bandra,49256036,3473,4,2026-06-29,Pending
4697,Chennai,OMR,19171359,2614,5,2026-05-26,Available
4698,Pune,Wakad,40898657,4246,5,2026-06-17,Available
4699,Bengaluru,HSR Layout,22313408,2227,3,2026-06-27,Sold
4700,Bengaluru,HSR Layout,43283613,3461,5,2026-04-21,Available
4701,Pune,Kharadi,19536536,2609,3,2026-06-25,Available
4702,Chennai,OMR,10558138,2115,3,2026-05-16,Sold
4703,Hyderabad,Kondapur,36401559,4265,4,2026-06-23,Available
4704,Mumbai,Thane,10898188,1847,1,2026-05-12,Pending
4705,Pune,Kharadi,46241958,3605,2,2026-05-06,Pending
4706,Hyderabad,Gachibowli,7372604,742,2,2026-06-17,Available
4707,Mumbai,Bandra,28776025,2823,1,2026-06-28,Available
4708,Bengaluru,Electronic City,34686854,4629,3,2026-06-04,Available
4709,Bengaluru,HSR Layout,25218671,3462,3,2026-06-08,Available
4710,Pune,Hinjewadi,38515857,3729,4,2026-05-12,Available
4711,Chennai,Anna Nagar,22948162,1710,3,2026-04-19,Pending
4712,Bengaluru,Whitefield,26701763,2952,1,2026-04-30,Available
4713,Pune,Baner,17956462,1470,1,2026-04-18,Pending
4714,Chennai,Anna Nagar,11913746,2630,4,2026-06-19,Pending
4715,Chennai,OMR,5635801,808,3,2026-06-09,Available
4716,Pune,Wakad,18405642,1290,2,2026-04-24,Pending
4717,Hyderabad,Gachibowli,15848949,2824,1,2026-04-18,Sold
4718,Chennai,Velachery,14228799,1528,3,2026-05-31,Available
4719,Pune,Baner,3084167,578,5,2026-04-20,Available
4720,Mumbai,Bandra,23281400,3106,5,2026-06-29,Pending
4721,Pune,Wakad,7729252,1261,4,2026-06-13,Sold
4722,Chennai,Adyar,57064065,3864,2,2026-05-27,Sold
4723,Bengaluru,Electronic City,24466409,1896,1,2026-06-09,Pending
4724,Bengaluru,HSR Layout,21447756,1418,4,2026-06-22,Sold
4725,Chennai,Anna Nagar,51560088,4780,3,2026-04-25,Pending
4726,Mumbai,Bandra,6134192,1424,2,2026-05-31,Sold
4727,Hyderabad,Gachibowli,18639149,2857,3,2026-07-03,Pending
4728,Hyderabad,Gachibowli,25093005,1847,4,2026-05-16,Available
4729,Pune,Hinjewadi,11775007,1191,4,2026-06-22,Pending
4730,Pune,Kharadi,10137398,2626,2,2026-04-25,Available
4731,Hyderabad,Kondapur,21366716,1617,5,2026-06-06,Available
4732,Bengaluru,Whitefield,25405280,4449,5,2026-06-21,Pending
4733,Bengaluru,Whitefield,12873401,2228,2,2026-06-20,Sold
4734,Mumbai,Andheri,47883277,3608,5,2026-05-18,Pending
4735,Hyderabad,Madhapur,39576327,3922,5,2026-04-24,Available
4736,Pune,Baner,15090867,2534,2,2026-04-15,Sold
4737,Chennai,Adyar,16145667,3252,5,2026-04-27,Pending
4738,Chennai,OMR,12042992,2122,5,2026-06-29,Available
4739,Bengaluru,Electronic City,31456445,2511,3,2026-06-14,Available
4740,Hyderabad,Kondapur,33306959,4441,5,2026-05-05,Available
4741,Mumbai,Bandra,41698995,3685,2,2026-05-19,Available
4742,Bengaluru,Electronic City,31510965,3904,4,2026-07-01,Available
4743,Bengaluru,Whitefield,21060990,1460,1,2026-06-13,Pending
4744,Mumbai,Thane,40446772,4568,5,2026-05-08,Available
4745,Hyderabad,Kukatpally,26017334,2881,4,2026-06-21,Available
4746,Hyderabad,Banjara Hills,5290305,1117,2,2026-04-11,Sold
4747,Pune,Hinjewadi,45372152,3477,1,2026-05-23,Sold
4748,Mumbai,Bandra,62866984,4365,5,2026-05-10,Sold
4749,Bengaluru,Electronic City,37019214,4475,3,2026-06-24,Pending
4750,Bengaluru,HSR Layout,39704227,3025,1,2026-04-13,Available
4751,Bengaluru,Indiranagar,5352000,959,5,2026-05-15,Available
4752,Mumbai,Andheri,63867432,4970,1,2026-06-16,Available
4753,Chennai,OMR,18147754,1626,1,2026-04-10,Sold
4754,Pune,Kharadi,37370571,4200,1,2026-06-28,Sold
4755,Mumbai,Powai,15486657,1171,3,2026-05-05,Pending
4756,Pune,Kharadi,5601528,1160,1,2026-04-22,Pending
4757,Mumbai,Andheri,44316214,3119,3,2026-05-03,Sold
4758,Bengaluru,Indiranagar,7863729,765,2,2026-05-06,Sold
4759,Pune,Baner,22295385,2676,4,2026-07-07,Sold
4760,Mumbai,Bandra,48570288,3265,4,2026-04-20,Sold
4761,Bengaluru,Electronic City,35788677,4284,3,2026-06-04,Sold
4762,Hyderabad,Kukatpally,24515829,3893,3,2026-06-15,Available
4763,Bengaluru,Whitefield,31165379,2419,3,2026-05-20,Sold
4764,Pune,Kharadi,72439914,4968,1,2026-05-29,Pending
4765,Chennai,Velachery,26744589,4027,2,2026-04-27,Available
4766,Chennai,Anna Nagar,11806264,936,5,2026-04-13,Sold
4767,Mumbai,Powai,7500860,773,2,2026-05-30,Sold
4768,Pune,Baner,21570758,4512,4,2026-06-14,Available
4769,Pune,Kharadi,19853169,1529,5,2026-07-07,Pending
4770,Mumbai,Powai,16724946,2089,5,2026-04-11,Pending
4771,Chennai,Adyar,6268112,1531,5,2026-06-04,Pending
4772,Mumbai,Thane,23595540,2767,1,2026-05-21,Pending
4773,Bengaluru,Indiranagar,34552176,2531,4,2026-04-11,Pending
4774,Hyderabad,Banjara Hills,58118095,4348,4,2026-04-18,Pending
4775,Hyderabad,Jubilee Hills,20599823,1358,5,2026-06-30,Available
4776,Bengaluru,Indiranagar,24899320,2260,3,2026-05-31,Pending
4777,Hyderabad,Miyapur,45400768,3163,5,2026-07-03,Available
4778,Hyderabad,Kondapur,23148947,1524,2,2026-06-18,Sold
4779,Bengaluru,Electronic City,6305942,1167,1,2026-06-23,Sold
4780,Chennai,Adyar,43390204,3653,2,2026-06-09,Sold
4781,Pune,Hinjewadi,26627230,3151,2,2026-06-02,Sold
4782,Bengaluru,Indiranagar,11190848,1408,3,2026-05-19,Available
4783,Hyderabad,Kukatpally,14001832,2513,3,2026-04-29,Sold
4784,Mumbai,Powai,21251989,1868,2,2026-06-21,Sold
4785,Bengaluru,Indiranagar,3942388,534,1,2026-04-23,Sold
4786,Pune,Kharadi,34266230,3296,1,2026-07-02,Sold
4787,Mumbai,Thane,11649225,1815,1,2026-05-05,Available
4788,Bengaluru,Whitefield,12972472,3005,1,2026-04-14,Sold
4789,Chennai,Adyar,16767442,1273,3,2026-05-11,Pending
4790,Hyderabad,Miyapur,17369389,1869,4,2026-05-08,Sold
4791,Pune,Wakad,37030574,4907,3,2026-06-18,Sold
4792,Pune,Kharadi,19369390,1396,1,2026-06-13,Available
4793,Mumbai,Thane,42588398,3933,5,2026-06-19,Sold
4794,Hyderabad,Kondapur,18970105,1248,3,2026-06-07,Sold
4795,Mumbai,Thane,35513821,2686,3,2026-06-06,Sold
4796,Pune,Baner,14983045,1074,4,2026-06-29,Available
4797,Chennai,Adyar,30517594,2894,4,2026-04-26,Available
4798,Mumbai,Bandra,5289978,979,3,2026-06-27,Available
4799,Pune,Baner,9899015,709,1,2026-05-26,Available
4800,Mumbai,Bandra,21448078,2554,4,2026-06-04,Pending
4801,Mumbai,Andheri,20880559,3666,2,2026-05-03,Available
4802,Hyderabad,Miyapur,6063236,1039,2,2026-06-14,Pending
4803,Hyderabad,Madhapur,9421812,1848,4,2026-04-24,Pending
4804,Mumbai,Bandra,24597946,4547,5,2026-06-27,Pending
4805,Hyderabad,Banjara Hills,11846845,2331,4,2026-06-21,Pending
4806,Mumbai,Powai,51410972,4398,4,2026-05-14,Available
4807,Mumbai,Powai,14154252,1547,1,2026-06-08,Pending
4808,Pune,Wakad,25131962,1755,1,2026-06-30,Pending
4809,Bengaluru,Indiranagar,16187006,3304,1,2026-04-27,Available
4810,Hyderabad,Miyapur,8252779,731,1,2026-05-19,Sold
4811,Mumbai,Powai,31723774,2257,1,2026-06-01,Pending
4812,Hyderabad,Miyapur,26762710,2398,1,2026-04-28,Sold
4813,Chennai,Adyar,11991406,1557,1,2026-07-07,Available
4814,Pune,Baner,23333690,4707,5,2026-06-02,Pending
4815,Mumbai,Andheri,30964624,2953,2,2026-04-20,Pending
4816,Pune,Hinjewadi,39640896,2831,5,2026-05-16,Pending
4817,Mumbai,Bandra,28323810,2662,5,2026-06-24,Pending
4818,Bengaluru,Whitefield,12259839,963,2,2026-06-27,Available
4819,Pune,Hinjewadi,30208949,3052,4,2026-04-13,Pending
4820,Pune,Kharadi,47388304,3440,1,2026-04-20,Sold
4821,Chennai,OMR,27036573,3856,2,2026-06-12,Pending
4822,Hyderabad,Madhapur,17646837,3778,1,2026-05-27,Pending
4823,Bengaluru,Whitefield,8248185,563,5,2026-05-19,Sold
4824,Chennai,Adyar,23024982,2539,5,2026-05-05,Pending
4825,Hyderabad,Miyapur,9438154,2124,4,2026-06-09,Pending
4826,Chennai,Adyar,6882688,1139,5,2026-04-26,Sold
4827,Chennai,Anna Nagar,7041146,690,2,2026-06-03,Sold
4828,Bengaluru,Electronic City,14796926,2928,3,2026-07-01,Pending
4829,Pune,Baner,43990719,3696,4,2026-05-15,Pending
4830,Pune,Hinjewadi,6243927,824,4,2026-04-18,Available
4831,Chennai,OMR,49964036,4988,2,2026-07-07,Pending
4832,Pune,Hinjewadi,37985574,3331,1,2026-04-18,Sold
4833,Pune,Wakad,46783911,3628,1,2026-04-20,Sold
4834,Bengaluru,Indiranagar,26481885,2345,5,2026-07-06,Sold
4835,Chennai,Velachery,68681646,4808,4,2026-06-21,Available
4836,Mumbai,Thane,34206993,3908,5,2026-06-29,Pending
4837,Mumbai,Thane,19167442,3047,3,2026-05-08,Available
4838,Hyderabad,Kukatpally,32357975,4509,2,2026-04-12,Sold
4839,Mumbai,Bandra,8472843,1871,2,2026-05-16,Pending
4840,Pune,Baner,30824137,2708,3,2026-05-02,Pending
4841,Chennai,Anna Nagar,11825281,1945,1,2026-06-16,Sold
4842,Bengaluru,Electronic City,60389681,4571,2,2026-07-09,Available
4843,Hyderabad,Kondapur,6125587,930,3,2026-05-09,Sold
4844,Bengaluru,Electronic City,19972831,1357,4,2026-05-23,Pending
4845,Pune,Kharadi,30050898,4007,4,2026-06-16,Available
4846,Mumbai,Andheri,29598155,4833,2,2026-06-27,Sold
4847,Chennai,Velachery,25608648,4226,5,2026-06-20,Pending
4848,Bengaluru,Whitefield,12163470,2010,1,2026-04-22,Available
4849,Mumbai,Andheri,18033851,1432,1,2026-06-02,Sold
4850,Pune,Wakad,25697763,2609,3,2026-06-18,Sold
4851,Bengaluru,Whitefield,12566094,2284,5,2026-04-14,Sold
4852,Bengaluru,HSR Layout,22841861,2371,2,2026-06-09,Available
4853,Hyderabad,Madhapur,26909805,3411,2,2026-06-02,Pending
4854,Bengaluru,Electronic City,31029195,3931,2,2026-06-30,Available
4855,Pune,Hinjewadi,6986366,700,5,2026-06-17,Pending
4856,Hyderabad,Gachibowli,7478460,912,1,2026-05-01,Sold
4857,Chennai,Anna Nagar,8649754,1337,2,2026-07-05,Pending
4858,Hyderabad,Banjara Hills,38907941,4905,5,2026-05-17,Pending
4859,Bengaluru,Indiranagar,14805250,1270,1,2026-06-27,Sold
4860,Chennai,Velachery,15385881,2321,2,2026-06-21,Available
4861,Hyderabad,Gachibowli,43214110,4439,5,2026-05-14,Sold
4862,Bengaluru,Electronic City,30356850,4148,3,2026-06-18,Pending
4863,Chennai,Velachery,69817985,4861,2,2026-06-13,Sold
4864,Bengaluru,Indiranagar,32094886,4649,1,2026-06-14,Available
4865,Hyderabad,Miyapur,46413742,3570,4,2026-06-25,Available
4866,Pune,Baner,10708661,1350,3,2026-04-10,Sold
4867,Chennai,Anna Nagar,14371787,1060,2,2026-05-03,Sold
4868,Bengaluru,Electronic City,47886014,4617,3,2026-05-30,Sold
4869,Bengaluru,Electronic City,46228518,3811,1,2026-06-26,Available
4870,Hyderabad,Kukatpally,20362699,3441,5,2026-04-25,Sold
4871,Pune,Kharadi,11697920,1378,2,2026-05-31,Pending
4872,Pune,Baner,11001212,1027,4,2026-05-25,Pending
4873,Chennai,Velachery,20895390,1717,3,2026-06-13,Sold
4874,Chennai,Anna Nagar,15101050,1938,1,2026-05-27,Sold
4875,Mumbai,Thane,32610158,2289,1,2026-04-26,Available
4876,Bengaluru,Indiranagar,8799484,1122,2,2026-05-12,Pending
4877,Bengaluru,HSR Layout,44676789,4794,4,2026-05-16,Sold
4878,Chennai,OMR,47021359,3415,5,2026-07-09,Available
4879,Hyderabad,Miyapur,52537013,4204,4,2026-04-27,Available
4880,Chennai,Velachery,32762995,2262,3,2026-06-24,Available
4881,Mumbai,Thane,21552898,2937,2,2026-07-08,Sold
4882,Mumbai,Powai,10249892,1693,2,2026-07-05,Sold
4883,Hyderabad,Gachibowli,19701177,4877,2,2026-05-01,Sold
4884,Hyderabad,Kondapur,5802615,510,5,2026-06-17,Available
4885,Mumbai,Thane,10110682,1354,1,2026-07-06,Sold
4886,Chennai,Anna Nagar,13303240,1041,2,2026-05-01,Pending
4887,Chennai,Velachery,21407558,3787,3,2026-06-10,Sold
4888,Mumbai,Andheri,56614482,4682,3,2026-05-29,Available
4889,Hyderabad,Miyapur,44311330,3950,5,2026-05-30,Sold
4890,Pune,Baner,16580969,3699,1,2026-07-07,Sold
