Property_ID,City,Locality,Latitude,Longitude,Property_Type,Area_sqft,Bedrooms,Bathrooms,Floor,Parking,Furnishing,Age,Investment_Score,Risk_Score,Price_INR
5460,Chennai,Velachery,15.659916,77.38639,Apartment,860,5,4,10,No,Unfurnished,29,50,37,12769280
5461,Mumbai,Thane,12.380963,76.46927,Independent House,3245,2,1,17,No,Unfurnished,2,54,41,23084930
5462,Chennai,Adyar,16.318289,78.843742,Villa,4308,1,1,5,Yes,Semi,13,71,4,33761796
5463,Pune,Baner,15.571649,79.686339,Apartment,2095,4,3,1,No,Unfurnished,29,85,91,24920025
5464,Mumbai,Andheri,15.265341,74.203246,Plot,1941,2,1,8,No,Fully,6,91,70,9893277
5465,Pune,Baner,17.699743,72.349491,Villa,1843,2,1,19,Yes,Fully,12,79,3,25857290
5466,Chennai,Adyar,18.615088,79.744083,Apartment,3000,1,1,22,Yes,Unfurnished,19,89,21,30924000
5467,Mumbai,Powai,12.61928,77.868274,Apartment,4567,5,4,2,Yes,Unfurnished,28,72,6,24853614
5468,Mumbai,Andheri,14.178477,72.829864,Villa,1730,2,1,24,Yes,Unfurnished,17,54,1,10245060
5469,Mumbai,Bandra,15.152448,77.533047,Apartment,4633,4,3,6,Yes,Semi,29,98,90,47335361
5470,Chennai,Velachery,14.40396,76.702887,Apartment,4083,4,3,12,No,Fully,22,75,58,56712870
5471,Chennai,Anna Nagar,15.039078,75.378081,Plot,4678,2,1,7,No,Fully,9,98,68,50199618
5472,Hyderabad,Kukatpally,18.827105,78.544422,Plot,2865,4,3,12,Yes,Fully,3,90,68,12820875
5473,Pune,Baner,15.246327,76.169683,Independent House,1227,4,3,2,No,Unfurnished,7,78,81,6128865
5474,Chennai,Velachery,16.974212,75.474997,Plot,1727,3,2,3,Yes,Unfurnished,21,61,38,23927585
5475,Mumbai,Bandra,13.65626,77.1572,Villa,1976,5,4,5,Yes,Fully,29,99,26,19961552
5476,Pune,Baner,14.714911,72.733965,Apartment,2024,2,1,18,No,Unfurnished,24,54,100,13332088
5477,Hyderabad,Kukatpally,17.452107,73.488965,Apartment,968,1,1,9,Yes,Fully,13,82,95,4231128
5478,Bengaluru,HSR Layout,16.958165,79.74188,Independent House,993,2,1,16,Yes,Fully,10,86,8,5233110
5479,Mumbai,Powai,16.258969,73.787102,Apartment,1505,1,1,14,Yes,Semi,6,75,28,21595245
5480,Chennai,Adyar,12.87133,75.768325,Plot,3805,4,3,5,No,Semi,0,56,21,32300645
5481,Chennai,Velachery,13.688609,75.278434,Apartment,4943,3,2,19,Yes,Semi,21,93,31,54461974
5482,Mumbai,Bandra,15.361926,76.065264,Independent House,3296,3,2,5,Yes,Semi,23,79,88,28958656
5483,Pune,Hinjewadi,14.056559,76.263284,Independent House,4626,3,2,4,No,Unfurnished,13,67,12,43965504
5484,Hyderabad,Jubilee Hills,18.990608,77.394558,Plot,1659,2,1,9,No,Fully,17,51,63,18562551
5485,Chennai,Adyar,13.445022,77.95493,Apartment,4778,4,3,6,Yes,Semi,0,56,29,34726504
5486,Hyderabad,Gachibowli,16.921707,78.905475,Independent House,4351,3,2,2,Yes,Semi,20,83,5,37161891
5487,Bengaluru,HSR Layout,16.889821,76.64296,Villa,2446,1,1,10,Yes,Unfurnished,1,91,70,13922632
5488,Bengaluru,HSR Layout,15.190424,77.417421,Plot,4826,1,1,23,Yes,Fully,6,64,22,71704708
5489,Chennai,Adyar,17.808495,74.579481,Independent House,1114,3,2,6,No,Semi,19,61,6,13664324
5490,Hyderabad,Kondapur,18.29856,72.400616,Apartment,1936,1,1,9,Yes,Unfurnished,18,82,33,19259328
5491,Hyderabad,Madhapur,16.729042,73.555532,Apartment,980,5,4,3,Yes,Fully,26,94,29,4863740
5492,Bengaluru,Indiranagar,12.688359,75.734372,Plot,3965,2,1,24,No,Semi,19,73,80,26030225
5493,Chennai,Adyar,14.017715,79.200908,Apartment,2717,4,3,20,Yes,Semi,24,83,15,32701812
5494,Mumbai,Bandra,16.924119,75.396655,Apartment,2884,3,2,9,Yes,Semi,30,71,49,39213748
5495,Pune,Baner,15.980076,78.520022,Apartment,2029,4,3,11,No,Fully,17,71,22,28002229
5496,Chennai,Anna Nagar,16.029744,74.844062,Villa,2387,1,1,4,No,Fully,18,96,96,35313278
5497,Pune,Kharadi,16.931181,79.986559,Apartment,526,1,1,23,Yes,Semi,4,62,58,7235656
5498,Hyderabad,Banjara Hills,14.314036,72.687611,Apartment,4872,4,3,8,No,Semi,14,73,36,37251312
5499,Hyderabad,Madhapur,12.825592,77.166469,Apartment,3721,2,1,16,No,Unfurnished,20,96,43,36893715
5500,Hyderabad,Miyapur,14.977355,74.271894,Apartment,4382,3,2,11,No,Unfurnished,27,74,33,25617172
5501,Pune,Hinjewadi,13.795003,75.220511,Villa,1066,2,1,11,No,Semi,23,100,67,7457736
5502,Hyderabad,Kukatpally,14.872132,76.557732,Apartment,2724,1,1,10,No,Fully,14,95,32,35779740
5503,Chennai,Velachery,16.947898,74.032167,Apartment,2722,4,3,23,Yes,Unfurnished,11,61,63,20828744
5504,Mumbai,Thane,15.519406,75.195795,Villa,1789,2,1,17,Yes,Semi,16,60,4,8011142
5505,Pune,Hinjewadi,12.352579,78.459567,Villa,1113,3,2,10,No,Fully,28,99,47,5379129
5506,Chennai,Adyar,12.551974,75.511178,Villa,933,5,4,22,Yes,Unfurnished,15,83,56,13308312
5507,Chennai,OMR,12.0723,77.60426,Villa,2714,3,2,15,Yes,Unfurnished,10,59,69,16037026
5508,Mumbai,Powai,18.359171,77.554069,Plot,2686,2,1,23,No,Unfurnished,15,60,20,18506540
5509,Pune,Hinjewadi,15.832964,72.699874,Villa,1638,3,2,4,No,Fully,8,77,74,18132660
5510,Pune,Wakad,17.949173,72.25485,Independent House,2983,2,1,13,No,Unfurnished,25,61,5,34071826
5511,Chennai,Anna Nagar,17.02049,75.966752,Apartment,3949,5,4,7,Yes,Unfurnished,5,96,22,21210079
5512,Hyderabad,Kukatpally,14.039669,77.253684,Villa,1805,1,1,21,Yes,Semi,26,91,53,11306520
5513,Bengaluru,Indiranagar,15.044498,76.528185,Independent House,1131,3,2,4,No,Unfurnished,23,66,75,4861038
5514,Pune,Kharadi,15.20825,72.256858,Villa,1986,2,1,2,Yes,Semi,29,79,85,23460618
5515,Mumbai,Powai,16.782449,72.104194,Apartment,3391,4,3,1,Yes,Fully,16,91,43,41956843
5516,Hyderabad,Banjara Hills,16.034032,74.617307,Plot,1056,1,1,23,No,Unfurnished,27,74,58,9726816
5517,Bengaluru,Indiranagar,13.001001,73.237083,Independent House,1187,5,4,9,Yes,Semi,16,59,46,9683546
5518,Bengaluru,Indiranagar,18.625841,73.531628,Apartment,3845,3,2,15,Yes,Unfurnished,3,91,21,16183605
5519,Pune,Baner,15.200599,74.828091,Villa,3180,2,1,6,No,Unfurnished,15,73,62,34448940
5520,Hyderabad,Kukatpally,17.376904,74.42327,Independent House,2932,2,1,17,Yes,Fully,5,99,16,29369844
5521,Hyderabad,Madhapur,14.263561,73.126264,Plot,4813,2,1,24,Yes,Semi,18,87,98,30745444
5522,Pune,Wakad,12.119673,72.417024,Plot,3988,4,3,9,No,Unfurnished,9,67,9,37184112
5523,Hyderabad,Kukatpally,14.814633,79.500761,Apartment,4139,2,1,24,Yes,Fully,21,97,61,34506843
5524,Chennai,Velachery,14.276576,78.13779,Plot,3011,5,4,15,No,Semi,11,100,70,35153425
5525,Hyderabad,Kondapur,15.860731,76.976874,Independent House,4216,4,3,6,Yes,Unfurnished,11,55,57,45254544
5526,Chennai,Anna Nagar,15.873456,76.720362,Independent House,1286,2,1,2,Yes,Semi,14,68,47,6862096
5527,Chennai,Adyar,18.764227,74.319393,Villa,3802,3,2,7,Yes,Semi,12,63,90,40856292
5528,Mumbai,Thane,14.618792,78.23711,Villa,1577,3,2,19,Yes,Fully,22,70,1,17977800
5529,Bengaluru,HSR Layout,18.143189,77.863661,Plot,1412,2,1,24,No,Semi,16,93,52,16102448
5530,Pune,Wakad,12.925754,72.059036,Villa,524,3,2,18,No,Fully,8,97,24,3743456
5531,Hyderabad,Gachibowli,16.295279,74.619561,Villa,4015,5,4,7,Yes,Unfurnished,3,50,88,42996635
5532,Mumbai,Bandra,15.140791,79.977456,Villa,777,3,2,10,No,Semi,7,61,63,7198128
5533,Bengaluru,Indiranagar,17.500682,76.019903,Plot,2765,4,3,21,No,Unfurnished,21,79,7,33860190
5534,Hyderabad,Gachibowli,12.503159,72.063937,Apartment,2594,3,2,8,No,Unfurnished,28,88,1,22386220
5535,Mumbai,Bandra,14.903453,72.298974,Apartment,1880,2,1,6,Yes,Fully,29,59,85,11501840
5536,Bengaluru,HSR Layout,15.465196,79.118217,Plot,1927,1,1,22,No,Fully,26,96,97,17065512
5537,Hyderabad,Kondapur,13.593156,76.227728,Independent House,1946,1,1,3,Yes,Semi,24,71,42,8453424
5538,Hyderabad,Madhapur,16.08793,73.84447,Apartment,3286,4,3,7,Yes,Unfurnished,16,99,90,19857298
5539,Chennai,OMR,13.854336,72.369254,Independent House,1644,2,1,11,Yes,Semi,16,57,67,7480200
5540,Mumbai,Thane,14.145526,76.430978,Villa,1669,5,4,13,No,Semi,22,50,81,10352807
5541,Pune,Kharadi,16.214522,79.792022,Villa,3792,2,1,20,Yes,Semi,17,95,32,21003888
5542,Chennai,Adyar,17.764249,74.395749,Apartment,4208,1,1,2,Yes,Fully,1,91,59,31926096
5543,Hyderabad,Kondapur,13.876087,77.048338,Independent House,4676,1,1,3,Yes,Semi,6,94,61,20957832
5544,Bengaluru,Indiranagar,13.288405,75.793968,Independent House,3981,3,2,14,No,Unfurnished,19,92,4,20776839
5545,Bengaluru,Electronic City,17.231911,75.530928,Independent House,4483,2,1,19,No,Fully,21,55,84,51433459
5546,Pune,Hinjewadi,16.844317,75.071198,Villa,3166,1,1,4,Yes,Semi,16,76,88,30741860
5547,Mumbai,Powai,16.09935,72.220138,Villa,3054,3,2,23,No,Unfurnished,27,79,52,19799082
5548,Bengaluru,HSR Layout,13.365167,75.390111,Apartment,1780,5,4,8,Yes,Fully,23,74,77,26609220
5549,Bengaluru,Whitefield,13.307628,77.47762,Plot,3981,1,1,10,No,Fully,11,65,53,51764943
5550,Chennai,OMR,13.175182,72.213292,Plot,4867,4,3,10,No,Semi,25,84,59,36346756
5551,Chennai,Adyar,17.004091,76.996351,Independent House,2351,3,2,13,Yes,Fully,8,65,12,22358010
5552,Mumbai,Powai,15.817305,73.150415,Independent House,878,2,1,2,No,Semi,22,63,73,11389416
5553,Mumbai,Powai,17.719238,76.87232,Villa,1276,2,1,16,Yes,Semi,4,57,24,11748132
5554,Hyderabad,Kukatpally,12.31482,73.99338,Apartment,1856,3,2,11,Yes,Fully,1,85,20,23133184
5555,Pune,Baner,16.058312,77.610724,Plot,3575,4,3,5,No,Semi,17,84,89,39042575
5556,Pune,Baner,12.834457,77.3384,Villa,4920,3,2,19,No,Fully,23,99,12,44924520
5557,Mumbai,Bandra,15.635363,76.744192,Plot,2832,1,1,6,Yes,Fully,9,78,3,19583280
5558,Hyderabad,Gachibowli,18.231824,74.734728,Villa,1431,1,1,19,No,Fully,11,53,73,6684201
5559,Mumbai,Andheri,17.793106,78.337619,Apartment,4024,3,2,14,Yes,Semi,11,89,74,19033520
5560,Hyderabad,Kondapur,16.164122,75.70768,Apartment,1742,4,3,6,Yes,Unfurnished,3,83,45,18902442
5561,Mumbai,Powai,13.708076,73.750165,Independent House,2622,5,4,10,Yes,Semi,20,62,75,25606452
5562,Bengaluru,Whitefield,12.277381,74.374236,Independent House,1286,3,2,19,No,Semi,17,67,52,10583780
5563,Chennai,Anna Nagar,14.199098,77.97267,Plot,1043,3,2,9,Yes,Fully,5,60,35,5347461
5564,Mumbai,Andheri,13.531968,73.583565,Apartment,4204,3,2,19,No,Semi,22,71,4,30672384
5565,Bengaluru,Indiranagar,14.549721,76.43908,Apartment,3811,2,1,10,No,Unfurnished,14,97,12,43304393
5566,Hyderabad,Jubilee Hills,18.939981,73.539474,Villa,1812,3,2,20,Yes,Semi,6,62,69,12910500
5567,Hyderabad,Jubilee Hills,18.383696,79.588039,Plot,4213,3,2,4,Yes,Unfurnished,30,93,25,45323454
5568,Bengaluru,Indiranagar,16.377099,74.351409,Independent House,516,4,3,4,Yes,Semi,25,97,49,5528424
5569,Bengaluru,Electronic City,18.939497,73.944451,Independent House,1013,3,2,6,Yes,Semi,13,76,10,15182844
5570,Chennai,Velachery,17.017359,72.049384,Apartment,728,3,2,8,No,Semi,27,52,63,7440888
5571,Hyderabad,Miyapur,18.069767,78.344712,Apartment,4111,2,1,1,Yes,Semi,6,55,71,45225111
5572,Pune,Hinjewadi,13.367908,75.130436,Plot,1773,5,4,1,No,Semi,3,78,94,15746013
5573,Hyderabad,Banjara Hills,18.502736,79.655747,Independent House,863,5,4,1,Yes,Unfurnished,12,69,79,6420720
5574,Chennai,OMR,16.771527,76.021785,Independent House,1863,4,3,8,No,Fully,28,95,85,7537698
5575,Mumbai,Thane,17.831393,72.540944,Apartment,4382,1,1,1,No,Unfurnished,0,88,78,25126388
5576,Chennai,Velachery,18.611226,78.220493,Apartment,4956,3,2,22,Yes,Fully,30,91,49,30588432
5577,Mumbai,Bandra,13.941996,79.870522,Plot,2385,5,4,11,No,Unfurnished,25,51,67,26328015
5578,Pune,Hinjewadi,18.246637,79.530861,Apartment,4104,4,3,5,No,Unfurnished,19,72,20,54652968
5579,Hyderabad,Banjara Hills,18.810144,75.141681,Plot,1605,2,1,24,Yes,Unfurnished,29,99,30,14586240
5580,Mumbai,Andheri,16.868276,73.691249,Independent House,3929,5,4,23,No,Semi,19,89,9,26320371
5581,Mumbai,Bandra,12.334716,72.528534,Villa,2039,4,3,12,Yes,Unfurnished,26,100,96,12541889
5582,Chennai,Adyar,16.882616,74.647213,Apartment,2853,5,4,16,Yes,Semi,17,53,43,31494267
5583,Hyderabad,Kondapur,12.071342,75.387875,Villa,630,4,3,13,No,Unfurnished,7,86,91,9032310
5584,Mumbai,Thane,17.316825,75.163019,Apartment,1598,5,4,3,No,Fully,19,82,68,15088316
5585,Bengaluru,Indiranagar,14.048881,74.235228,Independent House,4952,3,2,19,No,Semi,18,53,49,68005816
5586,Mumbai,Thane,16.790101,76.799425,Independent House,2413,4,3,22,Yes,Unfurnished,25,58,45,28034234
5587,Pune,Baner,14.706153,79.592415,Villa,3844,5,4,24,Yes,Semi,8,84,4,38447688
5588,Mumbai,Andheri,18.598313,73.18101,Plot,4395,4,3,14,No,Unfurnished,24,78,46,34588650
5589,Pune,Kharadi,12.669289,78.765834,Independent House,4214,5,4,18,Yes,Fully,4,71,58,21310198
5590,Chennai,OMR,14.69654,77.680768,Independent House,4380,3,2,12,No,Fully,18,62,94,62099640
5591,Chennai,OMR,12.27393,75.990292,Independent House,3963,1,1,14,Yes,Fully,8,62,58,32718528
5592,Pune,Baner,12.686967,72.965577,Independent House,1768,3,2,2,No,Fully,10,94,48,20065032
5593,Mumbai,Powai,15.777797,74.518208,Apartment,4342,3,2,2,Yes,Fully,11,72,13,19586762
5594,Pune,Wakad,12.696795,75.42462,Independent House,3130,4,3,7,No,Semi,1,65,94,17258820
5595,Chennai,Adyar,15.675615,78.665055,Villa,1309,2,1,10,No,Unfurnished,4,66,93,16074520
5596,Bengaluru,Indiranagar,12.179849,74.528772,Villa,588,3,2,5,No,Semi,5,51,52,6353340
5597,Bengaluru,HSR Layout,14.005688,75.031959,Plot,2148,3,2,23,No,Unfurnished,3,77,26,27855264
5598,Chennai,Adyar,14.045992,75.998403,Apartment,4374,1,1,21,Yes,Unfurnished,30,56,80,31982688
5599,Mumbai,Thane,15.908306,72.931628,Independent House,4604,2,1,4,Yes,Semi,23,68,50,30934276
5600,Chennai,OMR,14.656122,79.2342,Plot,502,5,4,19,No,Semi,19,74,79,3125954
5601,Pune,Kharadi,15.4087,76.887326,Villa,2772,3,2,23,Yes,Fully,1,73,25,11345796
5602,Bengaluru,Electronic City,18.484488,77.157021,Plot,4465,4,3,14,Yes,Fully,15,52,89,62023315
5603,Bengaluru,Electronic City,14.748445,74.852183,Plot,602,4,3,18,Yes,Semi,26,64,81,6531098
5604,Mumbai,Thane,17.170666,77.762522,Villa,1335,5,4,12,No,Semi,3,86,9,18720705
5605,Hyderabad,Jubilee Hills,14.915047,77.279449,Apartment,3663,3,2,24,No,Semi,30,97,31,49494456
5606,Pune,Baner,12.259846,76.935687,Plot,2495,1,1,11,Yes,Unfurnished,30,77,53,30898080
5607,Hyderabad,Gachibowli,15.21724,72.666171,Plot,1583,3,2,18,Yes,Unfurnished,0,75,40,11703119
5608,Pune,Wakad,12.239728,77.051133,Apartment,4043,2,1,18,Yes,Semi,27,90,22,30989595
5609,Hyderabad,Gachibowli,12.564993,76.916584,Plot,1821,4,3,15,No,Semi,30,97,46,18599694
5610,Pune,Baner,15.101765,75.72597,Plot,4487,5,4,10,Yes,Fully,17,76,60,28833462
5611,Chennai,Adyar,14.989143,75.697533,Villa,1660,1,1,2,No,Fully,27,85,12,13447660
5612,Hyderabad,Gachibowli,13.094265,72.341255,Villa,4508,1,1,11,Yes,Fully,24,89,48,26908252
5613,Hyderabad,Kondapur,16.249602,78.588744,Independent House,4404,1,1,11,Yes,Fully,22,93,77,40441932
5614,Mumbai,Thane,17.411362,74.554718,Apartment,4884,3,2,2,No,Unfurnished,26,74,25,62285652
5615,Mumbai,Thane,18.42265,74.753887,Apartment,4414,1,1,13,Yes,Unfurnished,22,64,78,49635430
5616,Bengaluru,Electronic City,18.792552,73.831098,Apartment,3808,1,1,6,No,Fully,29,65,54,45254272
5617,Mumbai,Bandra,13.967158,75.179198,Plot,2333,5,4,11,Yes,Semi,15,51,32,9898919
5618,Mumbai,Andheri,17.855379,79.212012,Apartment,510,4,3,3,Yes,Unfurnished,15,51,8,2250630
5619,Bengaluru,Electronic City,18.249325,76.199569,Villa,1020,3,2,5,Yes,Semi,20,99,96,13491540
5620,Chennai,Anna Nagar,15.4083,73.202233,Plot,4099,5,4,16,No,Semi,22,84,45,41178554
5621,Chennai,Adyar,13.113513,79.55145,Independent House,607,1,1,20,Yes,Fully,5,59,60,3403449
5622,Chennai,Velachery,17.19503,76.458036,Independent House,1565,4,3,22,Yes,Fully,29,97,57,19784730
5623,Bengaluru,Whitefield,17.889556,77.056631,Plot,664,5,4,5,Yes,Fully,16,82,80,4817320
5624,Mumbai,Andheri,17.668826,73.076293,Villa,2131,1,1,8,Yes,Semi,27,92,2,22047326
5625,Pune,Kharadi,16.584497,75.07347,Plot,2046,3,2,6,Yes,Fully,4,50,27,14761890
5626,Bengaluru,Indiranagar,16.705068,76.589571,Plot,1254,4,3,25,No,Unfurnished,8,51,45,15919530
5627,Mumbai,Bandra,12.297597,72.513916,Plot,1441,4,3,24,No,Semi,2,55,11,16006628
5628,Bengaluru,Electronic City,18.205339,73.236053,Plot,3787,5,4,2,Yes,Unfurnished,7,61,37,41698657
5629,Mumbai,Powai,17.017315,76.511017,Independent House,2717,5,4,8,Yes,Unfurnished,15,96,13,16223207
5630,Pune,Wakad,15.295227,75.799654,Independent House,3558,3,2,4,No,Unfurnished,3,61,66,37921164
5631,Chennai,OMR,14.629783,72.658592,Independent House,1633,1,1,17,No,Fully,27,66,97,21362906
5632,Mumbai,Thane,17.341566,76.931941,Villa,4367,4,3,16,No,Semi,11,100,51,28568914
5633,Chennai,Velachery,17.563519,78.701994,Independent House,3961,4,3,25,Yes,Fully,24,87,32,28903417
5634,Chennai,Anna Nagar,13.547228,78.683405,Independent House,2319,1,1,25,Yes,Fully,2,94,97,19442496
5635,Hyderabad,Madhapur,13.840241,74.198113,Independent House,2233,5,4,20,Yes,Unfurnished,23,91,14,23180773
5636,Chennai,Anna Nagar,18.81632,74.11665,Independent House,3295,3,2,9,No,Unfurnished,22,78,4,20030305
5637,Pune,Hinjewadi,12.234764,77.157337,Independent House,3039,2,1,6,Yes,Semi,17,97,3,19185207
5638,Chennai,Velachery,12.480349,73.891233,Plot,1144,2,1,16,Yes,Semi,10,77,41,12781912
5639,Bengaluru,HSR Layout,14.391363,78.468834,Independent House,3584,2,1,1,No,Semi,12,99,4,42502656
5640,Bengaluru,Electronic City,18.021013,77.088903,Villa,510,4,3,9,No,Semi,18,59,48,5694150
5641,Bengaluru,Whitefield,17.289132,75.162871,Independent House,4593,4,3,13,No,Semi,3,69,76,30717984
5642,Pune,Hinjewadi,18.972314,74.209209,Apartment,897,3,2,4,No,Semi,17,93,56,7528521
5643,Bengaluru,Electronic City,18.083328,78.150857,Plot,1739,4,3,16,No,Unfurnished,21,57,59,19238557
5644,Pune,Kharadi,18.095757,77.267484,Independent House,3479,4,3,19,Yes,Semi,23,70,36,17965556
5645,Mumbai,Thane,15.669669,77.819869,Plot,4101,2,1,15,Yes,Unfurnished,1,75,16,20193324
5646,Hyderabad,Jubilee Hills,16.376868,77.791043,Apartment,760,3,2,12,Yes,Unfurnished,2,76,34,7131080
5647,Bengaluru,Whitefield,14.715475,76.273979,Apartment,3454,5,4,15,Yes,Semi,24,78,72,42556734
5648,Mumbai,Bandra,15.278144,78.52296,Apartment,2572,3,2,7,No,Semi,22,52,95,27929348
5649,Bengaluru,Electronic City,15.504673,76.863969,Plot,4916,5,4,25,No,Semi,15,75,81,52094852
5650,Chennai,OMR,14.711694,79.012254,Independent House,4355,2,1,5,No,Fully,3,50,48,18669885
5651,Mumbai,Andheri,15.102768,72.855594,Villa,2290,2,1,6,No,Fully,19,99,69,29930300
5652,Chennai,Velachery,12.162774,73.650329,Independent House,4007,5,4,19,No,Unfurnished,15,53,81,37737926
5653,Mumbai,Bandra,13.518653,79.55442,Independent House,4725,4,3,12,No,Semi,27,90,37,41031900
5654,Hyderabad,Banjara Hills,13.800903,77.473599,Plot,533,1,1,0,No,Unfurnished,17,54,28,6073002
5655,Chennai,Adyar,12.796348,78.199095,Apartment,1993,3,2,24,Yes,Semi,8,99,20,18807941
5656,Chennai,OMR,14.820078,75.706253,Plot,4150,2,1,10,No,Semi,22,70,17,34660800
5657,Mumbai,Powai,16.946947,74.668746,Plot,2581,5,4,23,Yes,Fully,8,69,89,35447454
5658,Mumbai,Bandra,18.462448,74.856452,Villa,3805,5,4,8,No,Fully,20,98,100,40078065
5659,Hyderabad,Madhapur,18.077855,75.135068,Independent House,3768,5,4,16,Yes,Unfurnished,18,76,9,42374928
5660,Chennai,Anna Nagar,15.154065,77.292344,Villa,2601,4,3,7,Yes,Semi,11,76,21,29427714
5661,Mumbai,Powai,16.405253,76.585057,Independent House,824,1,1,1,No,Fully,8,80,8,11663720
5662,Hyderabad,Kukatpally,17.778643,76.877043,Apartment,1404,1,1,14,No,Semi,30,55,59,17145648
5663,Bengaluru,HSR Layout,16.778268,75.59171,Plot,3756,5,4,22,No,Unfurnished,3,52,63,54394392
5664,Chennai,OMR,13.219828,77.080777,Villa,2912,4,3,3,No,Fully,23,77,21,12026560
5665,Pune,Baner,12.464722,75.80353,Independent House,2108,1,1,14,Yes,Semi,12,96,64,14756000
5666,Bengaluru,HSR Layout,18.240679,78.796636,Independent House,2481,1,1,17,Yes,Unfurnished,21,60,20,22604391
5667,Mumbai,Powai,18.784855,74.94818,Independent House,4044,1,1,5,No,Unfurnished,27,93,57,39081216
5668,Mumbai,Thane,15.306185,79.918684,Independent House,819,1,1,10,No,Semi,6,96,82,11743641
5669,Hyderabad,Miyapur,16.438683,72.294187,Apartment,4615,4,3,17,Yes,Semi,14,77,62,28433015
5670,Mumbai,Bandra,15.249819,78.33133,Villa,676,5,4,14,Yes,Fully,11,60,53,8465548
5671,Mumbai,Powai,13.307336,74.403453,Villa,3630,2,1,24,Yes,Fully,7,61,34,17188050
5672,Mumbai,Andheri,16.320771,78.182012,Independent House,1824,1,1,16,No,Fully,21,87,48,16306560
5673,Hyderabad,Kondapur,14.37686,79.554667,Apartment,3712,5,4,3,Yes,Fully,27,83,94,38111104
5674,Mumbai,Powai,14.509049,79.66133,Independent House,2631,3,2,15,No,Semi,0,82,27,18419631
5675,Mumbai,Andheri,13.007989,76.879471,Plot,3494,4,3,3,Yes,Unfurnished,25,63,3,35715668
5676,Pune,Kharadi,17.949355,74.181586,Independent House,4080,3,2,8,Yes,Fully,26,66,94,46948560
5677,Pune,Hinjewadi,13.346502,73.191832,Apartment,4297,1,1,11,Yes,Unfurnished,22,90,5,18777890
5678,Hyderabad,Banjara Hills,12.562155,74.580574,Independent House,1850,3,2,12,Yes,Fully,26,60,42,9749500
5679,Mumbai,Bandra,12.469121,74.231549,Villa,4143,2,1,8,Yes,Fully,17,78,94,49036548
5680,Hyderabad,Jubilee Hills,14.260841,72.859087,Independent House,4430,2,1,15,Yes,Semi,16,65,35,56633120
5681,Bengaluru,Indiranagar,15.715949,75.925457,Apartment,928,1,1,1,No,Fully,10,78,80,4663200
5682,Bengaluru,HSR Layout,13.098303,79.958716,Villa,2319,1,1,23,Yes,Semi,15,54,93,13981251
5683,Chennai,Anna Nagar,13.149185,72.201239,Independent House,2899,4,3,4,No,Semi,17,64,47,31877404
5684,Chennai,OMR,17.501924,77.273819,Plot,579,2,1,4,Yes,Unfurnished,8,96,11,7796235
5685,Hyderabad,Kukatpally,14.176582,79.794958,Villa,2516,4,3,7,Yes,Semi,22,70,65,18960576
5686,Bengaluru,Electronic City,14.245653,73.739375,Independent House,4306,5,4,22,No,Unfurnished,2,60,38,44369024
5687,Hyderabad,Kondapur,12.583082,77.18501,Independent House,4463,2,1,6,No,Semi,13,73,74,31388279
5688,Hyderabad,Miyapur,16.994742,78.823886,Independent House,1673,5,4,3,Yes,Fully,24,96,31,19219424
5689,Hyderabad,Kondapur,18.863023,79.589741,Villa,3774,2,1,1,Yes,Unfurnished,21,83,50,16801848
5690,Chennai,Anna Nagar,13.549123,76.862423,Villa,4373,4,3,24,No,Fully,0,84,72,26902696
5691,Hyderabad,Kukatpally,15.574749,73.684747,Plot,603,4,3,6,Yes,Semi,26,67,54,4467024
5692,Hyderabad,Jubilee Hills,14.199912,79.08225,Plot,4872,2,1,13,Yes,Semi,21,50,22,22562232
5693,Mumbai,Powai,17.042325,79.45316,Plot,1601,4,3,9,Yes,Unfurnished,17,69,11,23598740
5694,Hyderabad,Miyapur,14.335298,72.28263,Plot,4635,5,4,21,Yes,Unfurnished,23,83,16,26085780
5695,Chennai,Adyar,18.502469,78.199571,Plot,4866,1,1,7,No,Fully,19,59,83,40626234
5696,Mumbai,Thane,12.495534,77.768233,Apartment,4012,2,1,24,No,Fully,2,67,99,44304516
5697,Hyderabad,Kukatpally,12.029383,78.471112,Plot,2397,2,1,10,Yes,Unfurnished,23,68,95,20762814
5698,Mumbai,Thane,15.060996,72.055565,Plot,1987,3,2,15,Yes,Unfurnished,10,82,4,24726228
5699,Chennai,OMR,13.982423,77.571518,Villa,898,5,4,21,No,Unfurnished,14,80,29,8217598
5700,Chennai,OMR,17.45622,79.289022,Apartment,4488,4,3,18,No,Semi,9,96,49,64672080
5701,Bengaluru,HSR Layout,15.292624,73.661329,Apartment,1771,1,1,23,No,Unfurnished,23,65,50,20602043
5702,Chennai,Adyar,15.506959,76.358358,Apartment,1844,3,2,1,Yes,Unfurnished,25,96,89,14881080
5703,Hyderabad,Kondapur,17.84464,72.631154,Plot,4011,2,1,20,No,Fully,19,62,61,34173720
5704,Mumbai,Bandra,16.200514,77.975106,Independent House,4273,1,1,8,No,Unfurnished,9,82,8,32615809
5705,Chennai,Velachery,15.811554,74.577041,Villa,1167,3,2,9,No,Fully,18,98,61,5782485
5706,Bengaluru,Whitefield,12.959384,79.439059,Independent House,1544,5,4,0,Yes,Semi,16,66,42,11810056
5707,Pune,Hinjewadi,13.191328,72.99703,Villa,4975,1,1,7,No,Fully,0,98,48,41053700
