Recommendation_ID,User_Budget_INR,Preferred_BHK,Preferred_City,Preferred_Locality,Recommended_Property_ID,Recommended_Price_INR,Area_sqft,Recommendation_Score,Similarity_Score,Investment_Score
3899,5500000,3,Pune,Hinjewadi,8029,15400000,2155,94.87,66.56,80
3900,18700000,2,Chennai,Anna Nagar,7225,18400000,3582,73.93,94.96,96
3901,8400000,4,Pune,Wakad,2921,22800000,3605,84.94,72.05,72
3902,19300000,5,Mumbai,Bandra,4870,15000000,2759,74.11,68.24,88
3903,18900000,2,Bengaluru,Electronic City,8190,24400000,1968,98.82,91.69,65
3904,4900000,3,Bengaluru,HSR Layout,6553,8400000,1391,87.17,98.58,53
3905,6700000,5,Chennai,Velachery,1249,9700000,1428,94.81,94.42,85
3906,10900000,4,Chennai,Adyar,7469,6900000,3808,90.93,67.95,95
3907,12400000,2,Mumbai,Powai,6585,18900000,1893,96.04,92.51,77
3908,7500000,1,Chennai,OMR,3382,11900000,728,86.18,73.14,63
3909,19600000,3,Bengaluru,Whitefield,1138,8900000,2812,98.26,97.49,52
3910,13900000,5,Chennai,Anna Nagar,5001,8800000,2734,77.56,65.98,87
3911,4700000,4,Hyderabad,Kukatpally,66,24400000,2554,84.39,67.81,77
3912,18000000,3,Chennai,Anna Nagar,5927,6700000,2470,80.41,95.36,67
3913,13900000,5,Bengaluru,Indiranagar,9410,14600000,2540,89.88,78.32,82
3914,5300000,5,Mumbai,Powai,2543,18500000,2791,96.64,96.53,88
3915,6500000,2,Hyderabad,Madhapur,6929,14600000,2238,93.44,60.01,76
3916,8000000,2,Hyderabad,Gachibowli,6792,19600000,2506,81.74,72.36,69
3917,15500000,5,Mumbai,Thane,3696,22600000,2903,93.57,89.14,60
3918,19800000,1,Chennai,Velachery,5803,4700000,2851,82.07,88.96,68
3919,3200000,4,Pune,Baner,5932,9800000,3118,85.68,99.56,89
3920,8500000,1,Bengaluru,Whitefield,6895,3900000,2035,86.61,79.54,50
3921,14100000,5,Pune,Hinjewadi,926,19700000,1374,93.88,65.33,54
3922,7100000,3,Bengaluru,Whitefield,8492,13500000,1663,88.03,77.05,69
3923,5400000,5,Bengaluru,Whitefield,1643,4200000,3778,73.27,85.92,76
3924,11400000,5,Pune,Kharadi,7087,5000000,604,75.38,99.76,63
3925,11500000,2,Bengaluru,Indiranagar,2650,15800000,1077,82.59,65.06,99
3926,5100000,4,Hyderabad,Madhapur,5654,12500000,1518,91.1,62.79,61
3927,9600000,2,Bengaluru,Indiranagar,2861,12300000,1184,85.98,89.01,64
3928,17700000,4,Chennai,OMR,9707,8500000,3702,86.37,95.07,71
3929,11100000,2,Pune,Wakad,4140,23000000,3863,70.7,86.61,72
3930,3800000,5,Mumbai,Bandra,7087,8800000,2408,70.24,82.27,95
3931,10300000,5,Mumbai,Bandra,5021,22000000,2731,76.65,78.02,82
3932,17700000,5,Hyderabad,Kondapur,5525,10300000,2913,97.03,75.96,59
3933,19100000,2,Hyderabad,Gachibowli,6908,19600000,2644,74.42,82.07,84
3934,4400000,4,Pune,Hinjewadi,9244,10900000,3532,72.91,95.46,59
3935,15300000,3,Bengaluru,Indiranagar,9348,8900000,1627,98.4,63.69,86
3936,3600000,1,Pune,Hinjewadi,2038,19700000,1373,74.4,82.43,84
3937,3800000,1,Pune,Baner,4969,12900000,1913,71.95,92.62,92
3938,12000000,1,Mumbai,Powai,3787,18500000,3354,88.24,89.07,75
3939,17000000,3,Hyderabad,Kukatpally,2646,3500000,982,94.45,69.3,100
3940,12300000,4,Mumbai,Bandra,3775,15400000,3332,75.23,99.14,79
3941,11300000,4,Hyderabad,Kondapur,2311,6200000,3819,78.39,97.87,64
3942,19200000,3,Mumbai,Bandra,3621,13200000,2117,73.91,90.54,68
3943,19400000,4,Chennai,Anna Nagar,8957,5500000,3744,70.32,80.27,65
3944,7500000,4,Bengaluru,Whitefield,9879,13600000,1269,70.6,90.02,78
3945,7300000,5,Hyderabad,Kondapur,6000,14000000,2489,86.74,86.65,56
3946,4600000,1,Chennai,OMR,925,8200000,1338,80.25,95.86,96
3947,5800000,1,Bengaluru,Whitefield,6335,10500000,807,79.16,67.02,73
3948,11000000,5,Pune,Baner,8549,24600000,1633,92.8,76.89,83
3949,15400000,5,Pune,Hinjewadi,420,22500000,850,75.99,90.25,65
3950,9900000,3,Hyderabad,Madhapur,6819,12700000,2635,96.86,62.38,51
3951,19000000,1,Pune,Baner,9823,16900000,1067,89.89,86.6,91
3952,12500000,2,Mumbai,Bandra,1156,13800000,2203,89.89,75.36,64
3953,5500000,2,Bengaluru,HSR Layout,6641,22500000,3315,73.75,78.91,54
3954,12600000,3,Mumbai,Andheri,2284,7700000,1490,83.18,73.6,50
3955,8200000,3,Mumbai,Thane,1760,16100000,1544,79.34,97.25,53
3956,18600000,5,Chennai,OMR,8500,7000000,3351,97.01,79.21,65
3957,10400000,5,Pune,Hinjewadi,2729,5200000,2974,85.39,91.45,98
3958,12200000,5,Hyderabad,Madhapur,1466,19100000,2540,97.21,89.63,58
3959,4100000,4,Chennai,Anna Nagar,8873,4600000,3633,79.58,92.92,93
3960,16200000,1,Pune,Hinjewadi,5667,24500000,1496,83.01,84.58,64
3961,13300000,5,Chennai,Velachery,399,13400000,2280,77.3,65.95,57
3962,19400000,2,Mumbai,Powai,3372,24800000,1554,82.8,97.07,57
3963,14600000,1,Mumbai,Thane,672,6800000,3907,82.62,73.93,82
3964,19500000,4,Mumbai,Bandra,6001,5900000,818,84.83,77.4,57
3965,4100000,1,Hyderabad,Madhapur,3982,15500000,622,96.0,99.25,69
3966,12600000,2,Pune,Wakad,3945,10600000,3344,75.71,74.03,52
3967,19600000,2,Mumbai,Powai,1286,12500000,1442,76.79,94.25,89
3968,12700000,3,Mumbai,Thane,1452,11800000,1536,70.28,73.13,82
3969,3400000,4,Hyderabad,Gachibowli,7873,24000000,3628,87.52,75.55,64
3970,18600000,4,Hyderabad,Gachibowli,8361,12200000,758,78.41,98.79,85
3971,17800000,5,Pune,Kharadi,9781,4800000,993,86.32,80.35,57
3972,6300000,3,Hyderabad,Gachibowli,573,13300000,3990,85.02,82.37,67
3973,6100000,2,Bengaluru,Electronic City,6925,10900000,1216,85.66,63.65,83
3974,16400000,5,Bengaluru,HSR Layout,1607,12200000,1921,72.61,73.5,59
3975,3300000,1,Pune,Wakad,7631,23500000,601,87.85,62.69,95
3976,15700000,2,Bengaluru,Indiranagar,9819,8500000,3774,71.61,96.35,72
3977,11900000,5,Hyderabad,Kondapur,7538,13900000,3229,85.34,69.07,59
3978,6200000,2,Hyderabad,Kukatpally,5143,24600000,1128,95.97,70.6,89
3979,13400000,4,Mumbai,Powai,3223,14800000,2345,71.2,77.6,75
3980,18600000,2,Bengaluru,Indiranagar,807,10900000,3052,72.24,67.48,88
3981,8400000,2,Chennai,OMR,8618,16400000,2171,87.42,97.11,68
3982,16200000,4,Bengaluru,Whitefield,9745,6300000,1261,70.07,62.09,91
3983,3100000,2,Chennai,Velachery,3432,23800000,1494,82.79,98.28,61
3984,6200000,3,Bengaluru,Electronic City,3789,16200000,1813,97.14,82.61,93
3985,4900000,4,Chennai,Adyar,6465,4600000,3000,90.13,65.34,96
3986,3600000,2,Mumbai,Powai,1942,24800000,3670,90.61,72.95,77
3987,9100000,1,Hyderabad,Gachibowli,5559,11800000,2856,90.71,68.05,67
3988,14400000,1,Pune,Hinjewadi,2161,19500000,698,74.38,98.26,90
3989,17100000,5,Chennai,Velachery,7878,17500000,1572,93.94,90.74,59
3990,13500000,4,Pune,Baner,3835,17800000,3625,97.16,87.06,68
3991,9000000,5,Chennai,Adyar,8025,4900000,3083,81.66,67.14,51
3992,5200000,2,Mumbai,Powai,6127,25000000,3530,90.22,63.01,88
3993,17200000,5,Pune,Kharadi,9139,18200000,852,76.94,63.42,65
3994,4800000,1,Mumbai,Bandra,3762,13600000,2550,97.45,78.48,94
3995,14400000,3,Mumbai,Powai,6034,8600000,2439,87.44,80.43,91
3996,9200000,4,Bengaluru,Indiranagar,7663,19000000,1324,96.5,68.17,90
3997,12500000,4,Pune,Kharadi,8813,12100000,1112,85.08,94.9,51
3998,4700000,1,Bengaluru,Indiranagar,3960,24400000,1742,93.79,72.6,63
3999,17800000,3,Pune,Baner,2513,18100000,2482,85.69,70.54,50
4000,15600000,4,Mumbai,Bandra,6393,11200000,2356,88.38,64.24,53
4001,3900000,3,Bengaluru,HSR Layout,5457,11400000,1364,88.47,89.37,68
4002,5700000,3,Bengaluru,Whitefield,1526,23300000,1879,94.08,80.18,55
4003,15000000,2,Mumbai,Bandra,1512,14800000,3191,74.27,92.93,54
4004,16400000,5,Hyderabad,Kukatpally,8291,17900000,3087,89.89,90.63,91
4005,15200000,4,Mumbai,Bandra,7880,6700000,1479,97.33,62.53,69
4006,15500000,4,Pune,Kharadi,9292,11500000,1176,74.58,74.87,74
4007,19300000,5,Mumbai,Powai,7501,14000000,2263,82.16,88.35,82
4008,3600000,1,Pune,Kharadi,4586,16800000,2275,87.07,88.08,82
4009,17400000,2,Chennai,Velachery,2994,21200000,2172,98.6,76.56,100
4010,18200000,4,Bengaluru,Whitefield,9284,10500000,1212,99.79,91.12,52
4011,9600000,1,Hyderabad,Gachibowli,2143,11900000,2744,75.02,77.64,54
4012,9100000,5,Chennai,OMR,3996,11400000,2977,89.68,69.46,50
4013,13900000,1,Chennai,OMR,2790,18000000,1090,85.57,85.06,72
4014,12900000,1,Pune,Wakad,5875,13100000,3038,94.71,80.58,92
4015,10500000,2,Pune,Baner,2845,8400000,3465,88.2,70.66,58
4016,5500000,3,Bengaluru,Indiranagar,7040,9600000,3348,91.75,91.66,60
4017,10300000,4,Hyderabad,Kondapur,5825,8700000,1530,99.35,96.0,88
4018,8100000,1,Pune,Kharadi,1273,18300000,3665,81.36,81.17,64
4019,3500000,5,Hyderabad,Kukatpally,7524,23300000,3012,95.74,81.77,50
4020,18000000,3,Hyderabad,Gachibowli,6234,9100000,2110,76.49,65.78,58
4021,17900000,5,Hyderabad,Kondapur,5444,21000000,918,95.74,86.88,68
4022,4500000,1,Chennai,Velachery,7144,5700000,969,71.42,84.23,83
4023,12400000,4,Mumbai,Powai,3165,7500000,3807,88.26,73.01,75
4024,6700000,1,Bengaluru,Whitefield,8761,24200000,1991,96.86,82.06,92
4025,6900000,1,Bengaluru,Whitefield,55,13400000,1556,80.18,72.17,77
4026,13200000,5,Chennai,Anna Nagar,4262,8900000,3871,95.98,80.42,84
4027,11300000,1,Chennai,Adyar,5791,12300000,2052,92.62,73.63,61
4028,16600000,5,Mumbai,Thane,1784,9300000,2880,70.78,61.89,90
4029,14300000,4,Pune,Kharadi,4006,16700000,3672,79.98,90.57,88
4030,17400000,4,Hyderabad,Kondapur,2245,18200000,2985,84.75,74.91,81
4031,19600000,2,Mumbai,Andheri,515,5200000,1329,86.83,94.47,72
4032,15300000,3,Bengaluru,HSR Layout,8078,6100000,2955,91.82,85.48,59
4033,17800000,2,Bengaluru,Electronic City,305,6500000,3535,91.9,97.72,81
4034,12200000,2,Pune,Kharadi,8953,4500000,3267,70.11,96.91,70
4035,19800000,4,Chennai,Anna Nagar,733,19700000,3493,72.69,63.54,77
4036,20000000,4,Mumbai,Thane,6436,10400000,2433,90.34,68.4,96
4037,12300000,5,Mumbai,Thane,2819,17800000,702,81.31,81.3,96
4038,6200000,1,Chennai,Velachery,4467,5400000,1165,97.86,88.04,50
4039,8900000,5,Bengaluru,HSR Layout,9881,7800000,2106,70.21,62.96,92
4040,10000000,4,Mumbai,Thane,5653,19400000,1898,86.58,87.89,58
4041,16300000,2,Chennai,Velachery,3073,19800000,2904,78.7,95.06,66
4042,19100000,5,Pune,Hinjewadi,9585,7700000,2936,71.94,64.44,99
4043,7000000,2,Pune,Hinjewadi,6093,10100000,1935,97.26,99.97,59
4044,15900000,4,Chennai,Anna Nagar,4333,4000000,2615,90.96,78.33,95
4045,8400000,4,Bengaluru,HSR Layout,3301,6800000,2801,88.49,73.48,61
4046,10800000,4,Hyderabad,Madhapur,5924,17900000,3733,97.28,98.7,57
4047,11900000,4,Pune,Baner,113,18200000,2055,89.57,81.1,54
4048,18900000,5,Mumbai,Bandra,5128,10000000,1235,91.48,73.18,92
4049,11000000,1,Chennai,Velachery,3917,7300000,2729,87.78,97.81,83
4050,15400000,5,Bengaluru,Indiranagar,3237,22200000,3184,78.85,83.03,55
4051,5100000,2,Hyderabad,Kukatpally,6843,9300000,3551,74.04,71.8,82
4052,10100000,4,Bengaluru,Electronic City,6791,13100000,1153,70.55,91.91,70
4053,12400000,1,Pune,Wakad,6249,3800000,3880,71.21,95.02,75
4054,11900000,3,Chennai,Velachery,5719,22200000,732,70.84,62.97,74
4055,8700000,4,Chennai,OMR,987,17600000,1798,73.35,83.14,80
4056,7300000,2,Hyderabad,Kondapur,7342,24600000,1629,71.49,84.04,54
4057,16700000,4,Chennai,Anna Nagar,8187,20000000,2614,94.51,63.11,70
4058,10300000,2,Bengaluru,HSR Layout,5735,13000000,2959,87.69,79.22,92
4059,6000000,5,Pune,Hinjewadi,3051,15600000,3835,79.22,82.86,53
4060,7200000,1,Hyderabad,Gachibowli,2385,13900000,2213,98.42,84.52,89
4061,5500000,4,Hyderabad,Kondapur,522,18400000,3791,80.07,87.1,65
4062,20000000,4,Hyderabad,Kukatpally,8675,19700000,3477,83.03,98.29,67
4063,12700000,1,Bengaluru,HSR Layout,3404,15300000,1374,90.77,86.2,73
4064,17300000,2,Pune,Kharadi,8329,15000000,2071,90.08,85.26,51
4065,8800000,4,Hyderabad,Kondapur,1472,21400000,2228,94.89,80.59,54
4066,7600000,1,Mumbai,Andheri,8992,20700000,1696,83.14,95.14,57
4067,3500000,2,Hyderabad,Kukatpally,8044,16400000,953,82.94,70.25,68
4068,13500000,3,Pune,Baner,9166,22600000,3715,90.4,79.53,77
4069,7400000,5,Chennai,Adyar,7693,13400000,2331,88.98,83.34,61
4070,7400000,4,Hyderabad,Kukatpally,9599,12600000,799,71.73,85.1,67
4071,12900000,4,Chennai,Anna Nagar,4413,15500000,925,83.93,73.97,57
4072,14700000,2,Mumbai,Thane,8415,18300000,1761,97.88,69.56,83
4073,13600000,5,Bengaluru,Electronic City,3255,17500000,2103,83.99,97.42,75
4074,5300000,4,Mumbai,Thane,2493,21400000,894,73.47,84.83,89
4075,16400000,4,Mumbai,Thane,1862,9900000,2872,80.29,96.64,82
4076,12700000,1,Mumbai,Bandra,3906,6300000,1782,71.23,99.66,55
4077,13800000,4,Chennai,Anna Nagar,2230,12300000,1511,75.38,85.58,81
4078,12400000,1,Mumbai,Thane,8191,24900000,723,78.41,78.25,50
4079,10200000,5,Bengaluru,Whitefield,4698,17000000,659,89.12,87.57,51
4080,3800000,5,Pune,Baner,7343,7000000,2887,78.57,87.98,92
4081,12800000,3,Hyderabad,Kukatpally,2772,19900000,1976,97.3,75.14,97
4082,17700000,2,Chennai,Anna Nagar,9280,19900000,2351,85.85,62.71,65
4083,18400000,1,Bengaluru,Indiranagar,1018,15600000,720,81.88,63.64,85
4084,7900000,5,Pune,Wakad,6627,12300000,2079,84.88,98.43,52
4085,19400000,5,Mumbai,Andheri,7090,21400000,3282,87.55,84.11,93
4086,5700000,4,Bengaluru,HSR Layout,4424,20100000,2600,94.36,80.71,86
4087,4600000,2,Hyderabad,Gachibowli,9217,10700000,3601,81.0,86.94,93
4088,14200000,1,Hyderabad,Gachibowli,9035,4700000,3865,96.69,77.84,87
4089,15700000,3,Mumbai,Andheri,8584,21200000,1276,83.66,89.73,50
4090,14500000,5,Bengaluru,Electronic City,1010,16200000,2959,74.56,97.01,96
4091,10000000,2,Mumbai,Andheri,3304,18300000,602,71.29,98.69,98
4092,5300000,3,Bengaluru,Electronic City,6098,20100000,2591,81.2,64.35,60
4093,8900000,2,Hyderabad,Madhapur,167,12300000,3378,74.7,96.73,90
4094,18000000,1,Chennai,Anna Nagar,9368,7100000,3286,94.18,60.4,63
4095,3300000,2,Bengaluru,Electronic City,9545,24700000,817,99.66,78.98,84
4096,5600000,4,Pune,Wakad,9979,4000000,3288,81.06,69.69,59
4097,13200000,3,Bengaluru,Whitefield,6412,15100000,2332,89.22,90.79,66
4098,19800000,1,Chennai,OMR,9141,24800000,2251,85.17,93.37,100
4099,10800000,2,Bengaluru,HSR Layout,4338,13500000,3022,96.92,95.12,58
4100,18700000,4,Hyderabad,Madhapur,6657,16100000,1268,88.64,68.87,82
4101,17300000,4,Bengaluru,Whitefield,4276,16200000,1724,92.3,86.0,60
4102,7000000,2,Bengaluru,Electronic City,4690,5600000,2425,80.13,65.9,96
4103,18800000,4,Chennai,Velachery,4445,17300000,3434,79.41,77.52,63
4104,3000000,1,Chennai,Adyar,1138,10100000,2809,71.68,63.93,54
4105,12900000,3,Chennai,Anna Nagar,4271,19300000,2857,93.72,64.18,81
4106,7100000,3,Chennai,Adyar,1949,18400000,3675,90.39,98.25,54
4107,8000000,5,Pune,Wakad,6018,19800000,1492,99.04,96.44,64
4108,15600000,3,Chennai,Velachery,1810,24800000,1147,71.55,89.12,83
4109,11000000,3,Hyderabad,Kondapur,1702,12500000,3769,88.89,74.42,64
4110,19700000,3,Pune,Baner,7167,11300000,3678,95.33,75.18,82
4111,10500000,2,Pune,Wakad,3950,5800000,1750,98.13,98.22,98
4112,10400000,4,Bengaluru,Whitefield,3896,24500000,2065,77.5,62.85,80
4113,9200000,4,Mumbai,Andheri,1030,13000000,3669,75.54,63.78,90
4114,19600000,4,Pune,Wakad,6762,16400000,1682,72.5,76.63,97
4115,17600000,5,Hyderabad,Kondapur,4594,13300000,1033,95.82,98.01,75
4116,12900000,1,Bengaluru,Electronic City,1113,18100000,869,95.08,92.18,76
4117,11300000,1,Chennai,Adyar,1578,14500000,1938,92.14,78.57,66
4118,5300000,4,Chennai,Anna Nagar,7734,22800000,2829,76.7,83.36,68
4119,6800000,1,Mumbai,Andheri,7930,4500000,3716,98.39,66.14,55
4120,10400000,1,Chennai,Velachery,9900,11300000,810,93.5,65.7,60
4121,10300000,3,Mumbai,Bandra,5503,12200000,2073,96.56,93.7,87
4122,7500000,4,Pune,Baner,2408,5000000,1878,97.76,69.76,58
4123,11700000,2,Mumbai,Andheri,4470,11400000,3935,78.55,94.56,96
4124,14100000,2,Pune,Baner,4958,8200000,662,91.18,64.6,97
4125,9500000,4,Mumbai,Bandra,1217,6800000,647,81.55,89.54,57
4126,8300000,5,Chennai,Adyar,9753,17800000,3249,91.87,65.72,95
4127,14500000,2,Bengaluru,Indiranagar,8898,11100000,1502,88.25,78.41,77
4128,6500000,4,Chennai,OMR,59,8000000,2276,77.04,74.4,57
4129,4200000,1,Mumbai,Andheri,199,17800000,1797,72.93,78.64,94
4130,16800000,3,Bengaluru,Indiranagar,6887,6500000,878,83.91,79.76,80
4131,5300000,1,Mumbai,Bandra,4530,24000000,1718,86.24,96.68,100
4132,14000000,3,Pune,Hinjewadi,2247,4000000,1537,82.74,75.85,78
4133,3400000,1,Bengaluru,Whitefield,9893,17400000,1362,94.16,68.97,91
4134,17700000,5,Pune,Kharadi,1989,18600000,2404,96.11,63.42,81
4135,10200000,4,Mumbai,Andheri,5047,4300000,2241,88.83,78.99,63
4136,18300000,1,Pune,Hinjewadi,757,6500000,1185,79.35,71.47,92
4137,8600000,5,Bengaluru,Indiranagar,7225,12500000,2789,96.09,67.06,91
4138,5600000,1,Mumbai,Powai,1957,10900000,1999,78.32,60.24,79
4139,11900000,1,Chennai,OMR,1248,20200000,3932,84.21,66.11,57
4140,11500000,1,Pune,Wakad,8026,23900000,1652,79.74,89.55,67
4141,16000000,5,Bengaluru,HSR Layout,5054,22800000,2506,78.84,71.18,87
4142,17200000,2,Hyderabad,Gachibowli,6636,18400000,2767,72.28,90.49,58
4143,4400000,3,Hyderabad,Kondapur,6217,5500000,1231,96.84,83.56,97
4144,4600000,1,Bengaluru,HSR Layout,4461,19400000,3654,94.25,76.72,68
4145,11200000,5,Bengaluru,Whitefield,5924,21700000,3290,73.26,75.55,93
4146,8600000,4,Chennai,OMR,3427,4400000,3751,97.29,75.88,83
4147,3100000,1,Bengaluru,Indiranagar,595,13500000,1168,74.24,74.95,58
4148,12700000,5,Pune,Baner,4686,17700000,2923,86.46,85.76,51
4149,15000000,2,Pune,Baner,9953,22200000,1523,74.71,96.94,74
4150,8600000,5,Chennai,Anna Nagar,4055,10300000,1695,98.47,81.63,55
4151,11700000,5,Hyderabad,Kondapur,7761,15700000,1990,95.88,62.71,51
4152,9300000,4,Mumbai,Thane,429,8800000,1957,72.96,76.39,56
4153,8500000,3,Chennai,Adyar,7083,10700000,2348,92.15,89.7,87
4154,8300000,1,Pune,Wakad,16,15000000,3471,77.4,70.95,77
4155,14500000,4,Hyderabad,Gachibowli,3547,7800000,3191,97.94,69.9,68
4156,11100000,5,Mumbai,Powai,6977,16700000,2942,86.57,92.26,83
4157,13400000,2,Pune,Kharadi,4494,9000000,2102,73.49,72.67,79
4158,14200000,1,Hyderabad,Kukatpally,6113,13000000,3614,91.94,86.88,89
4159,8900000,3,Mumbai,Andheri,139,19300000,2106,71.95,71.72,67
4160,11100000,4,Pune,Hinjewadi,4622,22600000,964,75.3,86.8,83
4161,8000000,1,Hyderabad,Kondapur,2002,20500000,1236,88.92,64.44,87
4162,16300000,1,Hyderabad,Kukatpally,3038,22600000,791,77.31,94.61,60
4163,13200000,5,Pune,Kharadi,3934,10100000,1182,80.76,81.55,96
4164,3900000,2,Mumbai,Thane,1896,15900000,821,85.26,73.47,87
4165,13800000,4,Bengaluru,Whitefield,7430,15500000,659,70.42,64.7,58
4166,15600000,2,Pune,Wakad,7723,23600000,1247,72.48,70.31,82
4167,11500000,1,Chennai,Anna Nagar,827,19200000,1365,79.43,83.41,79
4168,13300000,3,Chennai,OMR,2444,11200000,2551,98.89,92.3,76
4169,8200000,3,Mumbai,Powai,5332,11600000,3953,92.63,77.46,94
4170,12400000,3,Mumbai,Thane,7773,13700000,3016,84.94,85.41,90
4171,3500000,3,Pune,Hinjewadi,7316,12200000,3283,77.67,73.73,78
4172,3100000,2,Pune,Baner,6031,7400000,3082,76.34,74.89,82
4173,19000000,1,Pune,Baner,7007,20000000,2567,85.96,96.38,98
4174,10700000,2,Chennai,OMR,6685,10400000,1111,90.57,83.33,65
4175,5400000,4,Mumbai,Bandra,226,9500000,3631,81.33,88.5,53
4176,11200000,3,Bengaluru,Indiranagar,9488,14300000,1194,71.85,79.92,55
4177,8600000,5,Bengaluru,Electronic City,6035,16400000,2105,99.44,96.62,54
4178,16600000,1,Pune,Kharadi,9468,7800000,2600,79.06,73.04,78
4179,8100000,3,Mumbai,Andheri,7031,5200000,2736,87.59,85.61,98
4180,3400000,3,Mumbai,Andheri,1419,4700000,2238,79.42,87.3,80
4181,10200000,3,Chennai,Velachery,6788,5300000,1477,91.07,67.41,67
4182,13500000,4,Mumbai,Thane,9404,12900000,1144,92.66,74.59,91
4183,7600000,4,Hyderabad,Kondapur,9267,16700000,1605,71.49,94.12,96
4184,11200000,5,Chennai,Anna Nagar,4781,20000000,3135,76.83,78.97,68
4185,8200000,4,Chennai,Velachery,184,20700000,727,72.19,86.62,62
4186,4100000,3,Pune,Hinjewadi,9966,4300000,3742,83.42,67.93,83
4187,15400000,4,Mumbai,Andheri,4765,17600000,3702,93.79,98.07,72
4188,7500000,1,Pune,Hinjewadi,2267,19100000,3198,75.74,77.41,100
4189,16800000,3,Mumbai,Powai,5080,4000000,3070,93.99,97.47,60
4190,11000000,2,Chennai,Velachery,8409,16000000,3742,99.8,84.7,70
4191,19600000,4,Bengaluru,HSR Layout,4428,14500000,976,76.31,88.93,62
4192,7400000,1,Hyderabad,Madhapur,8704,9100000,1965,71.97,83.45,68
4193,17800000,4,Chennai,OMR,5254,14800000,2792,97.51,99.76,99
4194,4500000,5,Pune,Hinjewadi,32,5400000,1487,86.17,68.52,98
4195,9800000,3,Chennai,Velachery,1557,16100000,1404,82.14,74.55,59
4196,13300000,4,Bengaluru,Electronic City,3054,7900000,2954,72.23,71.05,92
4197,6400000,4,Mumbai,Bandra,9429,16800000,1597,80.01,71.53,64
4198,6000000,1,Pune,Hinjewadi,9842,19000000,666,73.02,77.09,71
4199,13900000,3,Mumbai,Bandra,8240,16700000,1101,87.76,96.77,91
4200,7000000,2,Hyderabad,Kukatpally,585,6400000,1501,94.36,82.47,81
4201,14600000,3,Bengaluru,Electronic City,1358,20600000,1086,89.16,68.08,60
4202,6500000,1,Mumbai,Andheri,1763,14100000,3489,83.81,67.15,67
4203,19200000,1,Bengaluru,Whitefield,9667,4900000,2148,79.46,80.75,54
4204,8900000,3,Pune,Wakad,6575,4000000,3836,80.85,98.11,59
4205,5500000,4,Hyderabad,Gachibowli,5499,18600000,3976,95.22,85.39,70
4206,8400000,2,Mumbai,Powai,4823,14300000,674,86.24,76.5,64
4207,19200000,5,Bengaluru,Whitefield,5093,17400000,1332,96.11,72.59,84
4208,16900000,5,Chennai,OMR,5791,10800000,3765,88.04,97.91,73
4209,16100000,1,Pune,Kharadi,5569,22600000,2732,86.42,81.81,67
4210,3700000,1,Bengaluru,HSR Layout,1616,3800000,3896,83.53,73.24,63
4211,17400000,2,Hyderabad,Madhapur,8494,24400000,1056,93.82,94.89,69
4212,20000000,3,Mumbai,Andheri,2450,19200000,2824,94.7,65.71,77
4213,14500000,3,Hyderabad,Kukatpally,6503,13300000,1848,81.68,99.6,95
4214,20000000,2,Bengaluru,Electronic City,3045,19900000,3025,81.63,98.01,87
4215,17200000,1,Pune,Kharadi,9627,10000000,1365,87.23,61.42,82
4216,19300000,1,Bengaluru,Indiranagar,1316,21100000,1529,97.26,63.08,76
4217,5800000,3,Pune,Kharadi,6152,7700000,2465,81.82,69.48,52
4218,4100000,5,Mumbai,Powai,5101,14100000,1280,71.49,97.28,60
4219,10200000,1,Hyderabad,Gachibowli,5386,9200000,3936,97.97,88.35,55
4220,7800000,5,Bengaluru,HSR Layout,3597,8700000,2561,95.7,98.64,97
4221,13100000,5,Chennai,Anna Nagar,6736,24900000,3851,74.6,95.67,80
4222,7400000,1,Mumbai,Bandra,7734,14400000,3714,80.8,67.67,61
4223,8200000,4,Pune,Baner,177,3700000,1448,87.23,77.57,60
4224,8600000,2,Mumbai,Andheri,5348,5900000,2464,80.71,82.72,84
4225,19000000,1,Mumbai,Andheri,6802,15200000,1933,93.22,93.71,100
4226,10500000,1,Mumbai,Powai,7017,20700000,2830,88.19,62.04,77
4227,16400000,3,Chennai,Anna Nagar,2752,12800000,1568,89.0,73.24,59
4228,9500000,3,Chennai,Adyar,3947,9500000,3548,85.83,77.2,89
4229,6400000,2,Bengaluru,Indiranagar,7609,11800000,1112,73.58,67.91,67
4230,16900000,3,Pune,Kharadi,266,10200000,1345,70.44,69.39,83
4231,18800000,1,Chennai,OMR,1064,23700000,925,84.54,85.88,58
4232,16700000,4,Mumbai,Bandra,5370,9500000,2187,83.52,65.35,64
4233,12100000,1,Bengaluru,Indiranagar,279,24900000,855,98.8,92.74,96
4234,14200000,1,Chennai,Anna Nagar,4810,4700000,3269,80.15,79.8,94
4235,13900000,2,Bengaluru,Electronic City,626,15800000,717,81.74,75.67,100
4236,15000000,1,Mumbai,Andheri,7156,9800000,2527,79.95,84.81,70
4237,4600000,5,Hyderabad,Kondapur,3404,16200000,3255,97.98,60.04,81
4238,15500000,2,Bengaluru,Whitefield,2122,19000000,3186,90.47,77.07,62
4239,10000000,1,Chennai,OMR,7718,6800000,2411,91.55,92.33,97
4240,16400000,4,Mumbai,Powai,8247,21400000,651,96.0,63.67,54
4241,5200000,1,Chennai,Adyar,7466,13600000,2821,88.76,82.46,81
4242,15700000,2,Pune,Hinjewadi,7369,23100000,1593,94.74,61.15,51
