Comparison_ID,Property_A_ID,Property_B_ID,Property_A_Price_INR,Property_B_Price_INR,Property_A_Area_sqft,Property_B_Area_sqft,Property_A_BHK,Property_B_BHK,Property_A_Investment_Score,Property_B_Investment_Score,Better_Property,Reason
3974,3596,4128,4000000,10600000,1552,2649,5,4,76,59,A,Higher investment score and better overall value.
3975,7698,4331,18500000,9400000,3473,2790,1,4,84,77,A,Higher investment score and better overall value.
3976,4254,7326,18100000,7600000,3263,3957,5,4,59,96,B,Higher investment score and better overall value.
3977,4462,2628,21900000,11400000,2614,3345,1,3,93,68,A,Higher investment score and better overall value.
3978,1587,9782,11900000,21400000,1658,2585,4,3,96,83,A,Higher investment score and better overall value.
3979,8845,5795,5700000,15700000,1727,1687,4,1,81,73,A,Higher investment score and better overall value.
3980,4996,2989,9200000,8800000,798,1324,3,1,97,71,A,Higher investment score and better overall value.
3981,5702,5355,11500000,21000000,647,1503,4,4,88,83,A,Higher investment score and better overall value.
3982,669,1294,19800000,24700000,1488,3315,3,5,71,84,B,Higher investment score and better overall value.
3983,5382,8994,11200000,7600000,2464,3911,4,4,100,75,A,Higher investment score and better overall value.
3984,209,1959,9200000,17500000,1907,3453,1,3,83,98,B,Higher investment score and better overall value.
3985,8155,4003,3800000,20700000,2742,3257,3,5,90,52,A,Higher investment score and better overall value.
3986,7869,5061,23100000,17400000,1388,1096,1,1,65,90,B,Higher investment score and better overall value.
3987,8912,8275,4100000,19700000,2235,3468,5,2,80,59,A,Higher investment score and better overall value.
3988,439,4529,9300000,5200000,2411,1916,3,2,77,96,B,Higher investment score and better overall value.
3989,8038,3788,5600000,11600000,3036,3067,3,3,50,90,B,Higher investment score and better overall value.
3990,6895,114,17500000,3800000,3039,1642,4,2,85,63,A,Higher investment score and better overall value.
3991,1260,5257,8200000,5500000,3071,2200,5,5,99,86,A,Higher investment score and better overall value.
3992,4042,7050,19400000,14500000,2256,1499,5,1,66,71,B,Higher investment score and better overall value.
3993,4843,123,24200000,5400000,1662,2690,1,3,72,86,B,Higher investment score and better overall value.
3994,7269,8741,23400000,4200000,802,1212,3,3,63,54,A,Higher investment score and better overall value.
3995,7565,1229,6400000,12100000,2386,3582,4,1,58,50,A,Higher investment score and better overall value.
3996,2079,1359,19900000,23600000,3146,1768,3,4,80,99,B,Higher investment score and better overall value.
3997,830,1263,23300000,9000000,2717,1126,1,1,55,70,B,Higher investment score and better overall value.
3998,3292,1562,11800000,13700000,1985,3411,4,5,65,82,B,Higher investment score and better overall value.
3999,7647,6107,18900000,23800000,3653,1158,5,4,59,73,B,Higher investment score and better overall value.
4000,1303,8159,8900000,23500000,2471,3378,2,2,58,74,B,Higher investment score and better overall value.
4001,1938,3796,14800000,17100000,2521,2726,2,5,74,92,B,Higher investment score and better overall value.
4002,6006,1171,22000000,6400000,1334,958,3,5,92,98,B,Higher investment score and better overall value.
4003,6610,3320,14200000,19000000,2640,689,2,4,84,94,B,Higher investment score and better overall value.
4004,6290,996,11200000,20300000,2474,2863,5,1,76,50,A,Higher investment score and better overall value.
4005,1596,8942,9400000,21600000,3756,1104,2,1,73,77,B,Higher investment score and better overall value.
4006,7118,6858,5400000,16300000,1818,2743,4,1,61,88,B,Higher investment score and better overall value.
4007,2227,6995,10200000,16700000,904,1678,1,2,84,66,A,Higher investment score and better overall value.
4008,6777,8515,19300000,9600000,616,2184,1,1,97,93,A,Higher investment score and better overall value.
4009,993,6954,5100000,15700000,3584,1670,5,5,50,57,B,Higher investment score and better overall value.
4010,2899,1756,20900000,24700000,849,3090,4,3,63,60,A,Higher investment score and better overall value.
4011,3949,285,4600000,5300000,3820,1935,4,4,97,82,A,Higher investment score and better overall value.
4012,51,2514,14800000,4700000,1789,3554,1,3,65,89,B,Higher investment score and better overall value.
4013,1326,590,6400000,12700000,705,3965,3,4,78,99,B,Higher investment score and better overall value.
4014,1073,9077,20800000,15400000,2284,3981,3,1,77,97,B,Higher investment score and better overall value.
4015,5377,8851,22500000,4300000,2430,727,4,5,79,96,B,Higher investment score and better overall value.
4016,7657,5834,22700000,13800000,3278,1142,3,2,60,65,B,Higher investment score and better overall value.
4017,4707,6659,14200000,13400000,1970,3660,3,4,76,56,A,Higher investment score and better overall value.
4018,8306,4604,15200000,22500000,3534,3295,5,1,81,76,A,Higher investment score and better overall value.
4019,9542,7664,21900000,7300000,758,2316,2,4,100,89,A,Higher investment score and better overall value.
4020,4561,7113,13900000,11100000,727,3937,3,2,72,98,B,Higher investment score and better overall value.
4021,6894,1707,21800000,15800000,1406,2473,4,1,95,69,A,Higher investment score and better overall value.
4022,6699,9157,12700000,22700000,3369,3357,5,3,80,72,A,Higher investment score and better overall value.
4023,7363,7169,14200000,14800000,2443,3446,3,3,84,65,A,Higher investment score and better overall value.
4024,6733,6422,19000000,13700000,1811,1686,2,4,50,51,B,Higher investment score and better overall value.
4025,9397,3197,19200000,18000000,2686,1367,5,3,62,59,A,Higher investment score and better overall value.
4026,4267,8912,21800000,13400000,2443,866,1,2,100,91,A,Higher investment score and better overall value.
4027,531,2383,14900000,14800000,3338,3611,4,4,76,65,A,Higher investment score and better overall value.
4028,8551,4399,24000000,7800000,3984,3453,2,5,56,100,B,Higher investment score and better overall value.
4029,4257,7695,3700000,17400000,2787,1563,5,2,51,72,B,Higher investment score and better overall value.
4030,1317,4778,16900000,11800000,2024,3032,2,1,92,97,B,Higher investment score and better overall value.
4031,1997,3711,6100000,17900000,993,3069,2,5,90,97,B,Higher investment score and better overall value.
4032,5044,5998,19800000,4700000,3392,999,5,5,89,65,A,Higher investment score and better overall value.
4033,2884,4427,10100000,23200000,3806,2036,1,3,74,58,A,Higher investment score and better overall value.
4034,5202,5561,24400000,25000000,2441,2655,5,4,71,67,A,Higher investment score and better overall value.
4035,8855,1966,19300000,10100000,1148,1132,4,3,58,65,B,Higher investment score and better overall value.
4036,4616,8684,11300000,24700000,2755,2137,3,3,88,97,B,Higher investment score and better overall value.
4037,5692,4167,24700000,20900000,3237,2494,2,3,65,94,B,Higher investment score and better overall value.
4038,9839,1363,16300000,7700000,1617,1052,3,4,60,98,B,Higher investment score and better overall value.
4039,1044,3191,12200000,13600000,850,817,1,2,65,74,B,Higher investment score and better overall value.
4040,8109,1850,24700000,17300000,2102,2134,5,3,88,99,B,Higher investment score and better overall value.
4041,564,7131,5200000,13000000,813,3557,5,3,83,95,B,Higher investment score and better overall value.
4042,1943,1128,19200000,14500000,1547,3398,1,2,71,78,B,Higher investment score and better overall value.
4043,8840,4022,10000000,13500000,3047,1325,5,2,73,99,B,Higher investment score and better overall value.
4044,1287,1878,22600000,24200000,3261,3478,4,3,87,92,B,Higher investment score and better overall value.
4045,2948,6186,23400000,16600000,1149,3969,2,3,58,58,A,Higher investment score and better overall value.
4046,6978,5530,24100000,13800000,3983,1820,1,1,58,61,B,Higher investment score and better overall value.
4047,6767,8357,20800000,23300000,2788,617,1,3,61,61,A,Higher investment score and better overall value.
4048,7334,5492,24900000,7500000,1109,2449,4,2,82,75,A,Higher investment score and better overall value.
4049,4014,9989,6900000,22700000,1051,1440,2,4,95,71,A,Higher investment score and better overall value.
4050,850,2971,5500000,10000000,2039,1233,3,4,92,93,B,Higher investment score and better overall value.
4051,7252,8106,22100000,18300000,3899,1536,3,3,57,77,B,Higher investment score and better overall value.
4052,7584,7007,4200000,14000000,3114,1376,3,5,88,73,A,Higher investment score and better overall value.
4053,7460,1562,18400000,8800000,2152,3776,5,4,91,85,A,Higher investment score and better overall value.
4054,1941,4301,22400000,15100000,1605,3321,1,4,69,92,B,Higher investment score and better overall value.
4055,3312,8794,6500000,20100000,3733,769,5,1,61,61,A,Higher investment score and better overall value.
4056,8147,2311,15400000,10300000,3209,3263,2,5,52,100,B,Higher investment score and better overall value.
4057,7225,2107,20400000,17800000,1156,3962,3,1,56,94,B,Higher investment score and better overall value.
4058,9562,6098,4300000,22200000,2035,1252,2,2,77,51,A,Higher investment score and better overall value.
4059,508,2526,21000000,13000000,3648,811,3,2,75,93,B,Higher investment score and better overall value.
4060,1993,3155,4300000,9400000,2102,2002,1,3,98,64,A,Higher investment score and better overall value.
4061,601,697,6700000,22600000,957,1590,5,3,59,76,B,Higher investment score and better overall value.
4062,7920,5281,8900000,25000000,3761,3957,3,2,87,50,A,Higher investment score and better overall value.
4063,2116,7043,12800000,21600000,1138,1298,5,3,94,86,A,Higher investment score and better overall value.
4064,8317,6883,19600000,7600000,1123,2056,2,1,68,74,B,Higher investment score and better overall value.
4065,7193,640,6300000,19300000,1079,3851,3,1,73,70,A,Higher investment score and better overall value.
4066,6454,7883,8700000,7800000,1113,1372,4,3,71,68,A,Higher investment score and better overall value.
4067,819,1753,20000000,20600000,874,682,1,2,71,61,A,Higher investment score and better overall value.
4068,1132,1090,17500000,23000000,3843,1043,1,5,86,80,A,Higher investment score and better overall value.
4069,8004,8171,4900000,17500000,3058,1496,1,5,61,63,B,Higher investment score and better overall value.
4070,1155,8331,15300000,20000000,3717,1777,5,3,51,85,B,Higher investment score and better overall value.
4071,6337,7540,17000000,24100000,2136,1134,1,3,53,70,B,Higher investment score and better overall value.
4072,2937,2129,24500000,22300000,3550,720,4,2,63,53,A,Higher investment score and better overall value.
4073,2707,2234,11700000,17700000,1732,3301,1,2,99,90,A,Higher investment score and better overall value.
4074,3894,3212,4000000,12800000,1662,2055,4,1,83,93,B,Higher investment score and better overall value.
4075,3847,6476,14000000,22900000,2919,3480,4,4,97,75,A,Higher investment score and better overall value.
4076,413,6442,22200000,5100000,1732,2706,3,2,56,88,B,Higher investment score and better overall value.
4077,2334,1215,10000000,14800000,640,1837,1,3,66,66,A,Higher investment score and better overall value.
4078,8957,1057,4900000,9300000,3647,912,1,5,97,70,A,Higher investment score and better overall value.
4079,4147,9630,17400000,21200000,3461,1772,1,4,69,76,B,Higher investment score and better overall value.
4080,7109,2382,13800000,11700000,2249,1693,4,4,95,94,A,Higher investment score and better overall value.
4081,5626,1683,7000000,13600000,2839,740,3,4,88,56,A,Higher investment score and better overall value.
4082,1990,3447,23500000,4300000,2713,2490,3,3,60,92,B,Higher investment score and better overall value.
4083,9871,4438,21200000,8300000,3503,2938,4,3,50,88,B,Higher investment score and better overall value.
4084,2705,618,21300000,4900000,2677,2382,3,4,96,73,A,Higher investment score and better overall value.
4085,4678,1530,3700000,17400000,2430,3556,2,3,55,51,A,Higher investment score and better overall value.
4086,8765,6626,12200000,17900000,1067,2192,4,4,71,61,A,Higher investment score and better overall value.
4087,3515,9012,10700000,4100000,2249,1639,1,4,58,95,B,Higher investment score and better overall value.
4088,9445,8231,6200000,22700000,3345,622,2,1,95,82,A,Higher investment score and better overall value.
4089,7367,7287,19300000,20500000,2141,1938,3,5,61,76,B,Higher investment score and better overall value.
4090,983,699,7700000,14700000,3706,2099,4,4,81,82,B,Higher investment score and better overall value.
4091,6509,9094,5200000,11000000,3988,3085,3,3,94,74,A,Higher investment score and better overall value.
4092,7487,5563,14500000,3800000,1409,2196,2,4,78,96,B,Higher investment score and better overall value.
4093,9032,7589,17100000,23500000,2129,3601,2,4,53,100,B,Higher investment score and better overall value.
4094,2094,8819,6100000,15500000,2199,2402,4,1,66,66,A,Higher investment score and better overall value.
4095,5528,3028,8900000,4900000,607,2353,5,3,62,84,B,Higher investment score and better overall value.
4096,7234,6598,3700000,16400000,3116,2438,5,3,80,81,B,Higher investment score and better overall value.
4097,2776,8389,18700000,5500000,2349,2768,4,2,52,72,B,Higher investment score and better overall value.
4098,3172,5425,11000000,5400000,3972,1941,1,4,83,98,B,Higher investment score and better overall value.
4099,9008,3133,8300000,18800000,2563,1757,3,2,77,92,B,Higher investment score and better overall value.
4100,4823,5259,17300000,13200000,1364,2068,4,2,90,65,A,Higher investment score and better overall value.
4101,8320,8008,12600000,18000000,3506,3067,2,3,54,87,B,Higher investment score and better overall value.
4102,1539,9437,3500000,6200000,2722,2288,5,2,62,100,B,Higher investment score and better overall value.
4103,1779,2490,24100000,17000000,2500,3772,2,5,61,63,B,Higher investment score and better overall value.
4104,3714,958,19700000,6400000,1072,605,5,2,65,69,B,Higher investment score and better overall value.
4105,1378,8998,15000000,21900000,3866,2889,1,4,93,54,A,Higher investment score and better overall value.
4106,2542,8804,17300000,17900000,826,3103,4,5,73,62,A,Higher investment score and better overall value.
4107,3974,7962,4500000,12500000,2686,1334,1,3,56,65,B,Higher investment score and better overall value.
4108,2293,6118,16900000,13100000,1350,854,4,2,73,85,B,Higher investment score and better overall value.
4109,4069,4671,11200000,22000000,2350,804,1,4,62,87,B,Higher investment score and better overall value.
4110,1153,2616,7200000,17100000,1634,1780,1,1,53,58,B,Higher investment score and better overall value.
4111,8046,9388,18300000,16000000,3293,3392,3,5,85,60,A,Higher investment score and better overall value.
4112,966,2839,3600000,22800000,1014,2920,2,1,98,91,A,Higher investment score and better overall value.
4113,7889,9987,17200000,5600000,3132,2304,2,3,96,82,A,Higher investment score and better overall value.
4114,3307,1182,9000000,15200000,3817,3629,5,1,64,53,A,Higher investment score and better overall value.
4115,1670,5819,24500000,5000000,1181,1651,3,2,71,53,A,Higher investment score and better overall value.
4116,997,1822,23300000,19600000,3348,1662,1,2,90,77,A,Higher investment score and better overall value.
4117,1583,7424,14200000,20200000,2738,2213,2,4,94,55,A,Higher investment score and better overall value.
4118,5495,8500,20500000,5800000,3023,1902,3,3,62,97,B,Higher investment score and better overall value.
4119,4918,9405,6400000,19300000,3948,2492,4,2,71,50,A,Higher investment score and better overall value.
4120,46,9099,15100000,22300000,805,2827,1,3,52,52,A,Higher investment score and better overall value.
4121,6972,917,22100000,4400000,2622,1638,1,4,66,79,B,Higher investment score and better overall value.
4122,1852,8908,16800000,4200000,3143,2052,3,1,84,86,B,Higher investment score and better overall value.
4123,2404,3941,6600000,16600000,2606,1656,3,2,64,67,B,Higher investment score and better overall value.
4124,4547,6455,17000000,24500000,2996,3272,2,3,52,78,B,Higher investment score and better overall value.
4125,5066,548,22800000,7600000,3820,3832,1,2,56,69,B,Higher investment score and better overall value.
4126,1327,5726,10600000,4400000,2969,1936,4,2,56,57,B,Higher investment score and better overall value.
4127,418,6187,12600000,15100000,1351,713,2,1,77,55,A,Higher investment score and better overall value.
4128,2947,5618,16900000,20200000,3789,1168,5,1,50,69,B,Higher investment score and better overall value.
4129,9972,8819,16300000,18600000,3276,2575,4,1,77,76,A,Higher investment score and better overall value.
4130,8953,3515,23000000,19000000,3269,2186,4,2,53,71,B,Higher investment score and better overall value.
4131,2434,8669,19400000,21200000,1106,3830,2,1,60,90,B,Higher investment score and better overall value.
4132,5732,1043,13600000,9600000,1136,2443,4,5,96,61,A,Higher investment score and better overall value.
4133,912,8294,6800000,22400000,2691,2514,5,2,97,51,A,Higher investment score and better overall value.
4134,120,3153,19300000,24600000,1639,2867,5,5,51,99,B,Higher investment score and better overall value.
4135,4520,186,21600000,18400000,3138,3599,5,2,71,78,B,Higher investment score and better overall value.
4136,8236,5227,4300000,14000000,1653,1473,3,5,80,98,B,Higher investment score and better overall value.
4137,9606,7910,6700000,3700000,3396,2455,3,2,65,67,B,Higher investment score and better overall value.
4138,6697,4623,18600000,21200000,2753,3061,5,5,77,52,A,Higher investment score and better overall value.
4139,816,3962,13500000,6700000,3404,2737,2,5,57,80,B,Higher investment score and better overall value.
4140,9431,9425,19400000,13700000,1443,901,2,4,98,66,A,Higher investment score and better overall value.
4141,6712,6717,20700000,14500000,3976,3913,4,4,61,86,B,Higher investment score and better overall value.
4142,8746,5297,18800000,23300000,1511,2236,1,1,91,59,A,Higher investment score and better overall value.
4143,2089,713,8000000,15800000,2790,2604,2,5,61,53,A,Higher investment score and better overall value.
4144,8497,9228,6100000,13500000,784,1485,4,2,60,96,B,Higher investment score and better overall value.
4145,9338,8224,9300000,17900000,1123,2176,3,3,94,83,A,Higher investment score and better overall value.
4146,9034,7757,5600000,7200000,1777,3579,4,4,65,84,B,Higher investment score and better overall value.
4147,3416,3574,23300000,19300000,3454,798,2,4,92,78,A,Higher investment score and better overall value.
4148,3408,1961,22600000,18300000,2570,1857,5,2,98,74,A,Higher investment score and better overall value.
4149,5523,8561,14600000,14300000,2990,969,4,1,82,75,A,Higher investment score and better overall value.
4150,8886,8153,11700000,4400000,3961,3116,2,2,99,85,A,Higher investment score and better overall value.
4151,1503,968,20900000,22900000,3835,2197,5,2,79,52,A,Higher investment score and better overall value.
4152,2832,1283,18600000,12900000,1379,3820,1,2,69,58,A,Higher investment score and better overall value.
4153,2260,9753,16900000,10900000,1045,2844,4,2,67,97,B,Higher investment score and better overall value.
4154,5264,7358,18400000,8400000,2252,1746,3,5,74,93,B,Higher investment score and better overall value.
4155,4364,2738,17200000,6200000,2914,1447,2,2,72,62,A,Higher investment score and better overall value.
4156,5943,449,8700000,13900000,3867,2579,4,1,65,68,B,Higher investment score and better overall value.
4157,7781,1498,16200000,11500000,1527,3210,5,4,75,57,A,Higher investment score and better overall value.
4158,6945,2693,6800000,22000000,1097,3273,4,1,75,62,A,Higher investment score and better overall value.
4159,3094,4799,4900000,24700000,3137,2565,5,4,63,88,B,Higher investment score and better overall value.
4160,5000,2662,23200000,23800000,3047,1656,3,5,81,53,A,Higher investment score and better overall value.
4161,7855,4906,10800000,22100000,1171,1237,4,2,87,80,A,Higher investment score and better overall value.
4162,6618,2129,20500000,19000000,3565,2463,3,5,90,66,A,Higher investment score and better overall value.
4163,4412,7310,4500000,4000000,2237,1755,4,4,50,87,B,Higher investment score and better overall value.
4164,9560,2698,13600000,4900000,2140,1014,2,5,68,99,B,Higher investment score and better overall value.
4165,804,2889,12100000,11000000,2637,3774,2,3,85,89,B,Higher investment score and better overall value.
4166,600,1782,13300000,7800000,1245,2454,2,1,60,100,B,Higher investment score and better overall value.
4167,1375,7137,23800000,14300000,3744,1642,5,1,88,82,A,Higher investment score and better overall value.
4168,2117,3499,5300000,10900000,2610,3579,4,1,91,70,A,Higher investment score and better overall value.
4169,4438,2505,13100000,24800000,839,2111,4,2,52,88,B,Higher investment score and better overall value.
4170,8035,66,9100000,13600000,2877,1559,2,5,55,60,B,Higher investment score and better overall value.
4171,2267,4887,16800000,16200000,1297,2812,1,4,50,56,B,Higher investment score and better overall value.
4172,636,6668,18800000,9700000,2587,3584,1,1,83,93,B,Higher investment score and better overall value.
4173,9865,9615,8800000,19300000,1448,806,3,3,67,80,B,Higher investment score and better overall value.
4174,2041,6271,24300000,8400000,1518,3126,5,5,66,81,B,Higher investment score and better overall value.
4175,803,587,22000000,11100000,803,1610,3,1,86,74,A,Higher investment score and better overall value.
4176,4675,4600,11000000,14600000,3211,2433,3,5,76,79,B,Higher investment score and better overall value.
4177,7324,6532,6700000,24400000,2778,1022,5,2,58,53,A,Higher investment score and better overall value.
4178,2930,6694,9200000,14500000,650,3471,3,4,72,96,B,Higher investment score and better overall value.
4179,2980,3463,23400000,17500000,1969,3791,4,4,55,96,B,Higher investment score and better overall value.
4180,3132,5644,7700000,5700000,1181,2974,4,3,62,72,B,Higher investment score and better overall value.
4181,7369,6974,12300000,17300000,1742,2533,1,3,92,83,A,Higher investment score and better overall value.
4182,7551,5798,24400000,21400000,2451,3729,2,3,99,86,A,Higher investment score and better overall value.
4183,4422,1144,21000000,15000000,1496,2046,4,2,98,98,A,Higher investment score and better overall value.
4184,6145,3350,10100000,13000000,1813,1238,5,2,53,53,A,Higher investment score and better overall value.
4185,7347,1096,9200000,19500000,3113,3431,3,3,92,96,B,Higher investment score and better overall value.
4186,4377,7316,24400000,10700000,1476,662,2,3,97,79,A,Higher investment score and better overall value.
4187,4086,1781,10600000,25000000,3190,1030,3,2,75,54,A,Higher investment score and better overall value.
4188,9645,3961,13200000,17600000,2416,3141,3,2,62,83,B,Higher investment score and better overall value.
4189,9907,279,20000000,17600000,2194,3199,4,3,73,81,B,Higher investment score and better overall value.
4190,2922,9292,19300000,7500000,1998,1891,4,1,86,98,B,Higher investment score and better overall value.
4191,8325,1610,3500000,13000000,2539,2846,2,1,72,68,A,Higher investment score and better overall value.
4192,605,9848,21900000,12000000,3848,2508,1,5,74,80,B,Higher investment score and better overall value.
4193,8146,9707,4600000,15500000,3896,3497,2,3,70,85,B,Higher investment score and better overall value.
4194,707,8487,18500000,19000000,2538,1034,3,2,85,57,A,Higher investment score and better overall value.
4195,846,9304,8100000,24900000,2254,1004,1,4,65,75,B,Higher investment score and better overall value.
4196,846,9680,4200000,23700000,3276,925,4,2,82,85,B,Higher investment score and better overall value.
4197,9910,1472,14200000,9200000,863,1886,4,5,84,82,A,Higher investment score and better overall value.
4198,404,9358,19800000,3900000,1344,1998,2,2,58,67,B,Higher investment score and better overall value.
4199,8371,2539,9200000,22900000,1407,3624,2,3,50,80,B,Higher investment score and better overall value.
4200,2244,4368,3700000,24200000,2582,2560,4,4,53,94,B,Higher investment score and better overall value.
4201,9650,8031,7400000,10700000,3937,1560,1,3,55,85,B,Higher investment score and better overall value.
4202,9132,8267,12500000,18600000,1336,2573,4,1,73,93,B,Higher investment score and better overall value.
4203,2328,9423,18500000,21200000,2736,3975,4,5,95,77,A,Higher investment score and better overall value.
4204,182,2514,8200000,13100000,2937,2083,3,3,81,78,A,Higher investment score and better overall value.
4205,1001,8805,23100000,20400000,2727,3255,2,1,55,69,B,Higher investment score and better overall value.
4206,1482,5538,24500000,17400000,3233,986,5,4,72,98,B,Higher investment score and better overall value.
4207,7675,2216,23700000,8700000,1093,1985,1,1,57,62,B,Higher investment score and better overall value.
4208,7942,7867,12600000,18600000,3076,3082,3,5,75,63,A,Higher investment score and better overall value.
4209,5866,1197,15100000,5600000,2089,2956,2,5,52,66,B,Higher investment score and better overall value.
4210,3375,5059,16000000,17500000,3383,1445,3,1,98,99,B,Higher investment score and better overall value.
4211,8371,9626,8300000,18400000,812,2581,1,3,65,81,B,Higher investment score and better overall value.
4212,5929,2034,17900000,19200000,961,2205,3,3,75,90,B,Higher investment score and better overall value.
4213,1241,3614,20400000,4400000,1225,3224,1,2,58,57,A,Higher investment score and better overall value.
4214,5621,9122,20000000,8200000,2715,1944,4,1,73,57,A,Higher investment score and better overall value.
4215,8174,7224,5000000,18900000,2706,2023,4,3,66,53,A,Higher investment score and better overall value.
4216,3156,9052,17600000,10900000,3249,3546,4,3,63,74,B,Higher investment score and better overall value.
4217,9344,5923,24700000,22300000,3802,2547,2,1,72,78,B,Higher investment score and better overall value.
4218,3224,5389,8000000,5900000,1805,2331,1,3,82,98,B,Higher investment score and better overall value.
4219,9961,8390,22400000,22300000,2497,3549,4,2,79,98,B,Higher investment score and better overall value.
4220,9652,6008,19600000,16900000,3342,2426,5,4,73,83,B,Higher investment score and better overall value.
4221,5085,5773,11900000,3600000,1881,2405,5,5,55,97,B,Higher investment score and better overall value.
4222,1963,3792,16600000,13800000,3779,3501,2,3,67,72,B,Higher investment score and better overall value.
4223,4039,1837,8000000,8600000,1319,640,5,2,76,57,A,Higher investment score and better overall value.
4224,6644,5463,15400000,24800000,2990,1258,3,1,97,89,A,Higher investment score and better overall value.
4225,4562,8753,13300000,21300000,3789,1073,2,3,71,53,A,Higher investment score and better overall value.
4226,3086,8452,3900000,22800000,1417,1589,2,4,88,99,B,Higher investment score and better overall value.
4227,9112,6500,5400000,13300000,1234,1952,1,5,82,51,A,Higher investment score and better overall value.
4228,534,7400,8600000,23800000,3757,1469,2,3,80,84,B,Higher investment score and better overall value.
4229,4604,6704,12100000,10000000,3886,656,1,2,100,74,A,Higher investment score and better overall value.
4230,6810,1134,24600000,6100000,2208,2800,1,3,77,71,A,Higher investment score and better overall value.
4231,1220,7321,5200000,18500000,926,756,2,1,54,100,B,Higher investment score and better overall value.
4232,7131,4446,9500000,7800000,3473,1383,3,2,65,91,B,Higher investment score and better overall value.
4233,6925,2873,21400000,6800000,1233,1393,1,1,66,64,A,Higher investment score and better overall value.
4234,9881,3904,23800000,3600000,815,1164,4,1,57,79,B,Higher investment score and better overall value.
4235,1398,7506,24500000,17900000,3047,813,5,5,84,97,B,Higher investment score and better overall value.
4236,9792,2569,22200000,15600000,1380,1850,2,2,55,58,B,Higher investment score and better overall value.
4237,4567,9662,8700000,4300000,1904,1798,5,4,86,61,A,Higher investment score and better overall value.
4238,7059,8391,16100000,24700000,3177,2820,2,4,95,59,A,Higher investment score and better overall value.
4239,4478,1805,7800000,4100000,3135,3842,1,3,55,90,B,Higher investment score and better overall value.
4240,59,7949,3600000,7300000,3147,3214,1,3,69,88,B,Higher investment score and better overall value.
4241,7098,7569,13400000,20800000,1137,1824,1,2,60,63,B,Higher investment score and better overall value.
4242,7759,1815,23500000,22300000,1907,886,3,5,100,57,A,Higher investment score and better overall value.
4243,5612,7497,10900000,12500000,3946,1826,2,4,53,76,B,Higher investment score and better overall value.
4244,9071,1156,21700000,9000000,1401,2609,5,4,74,60,A,Higher investment score and better overall value.
4245,6353,7927,12100000,11700000,1632,3738,4,5,51,76,B,Higher investment score and better overall value.
4246,6660,1225,19200000,12800000,2159,711,4,5,75,86,B,Higher investment score and better overall value.
4247,250,5985,7900000,5700000,3207,1776,1,2,65,77,B,Higher investment score and better overall value.
4248,9919,3407,13300000,4100000,1855,2240,4,2,73,85,B,Higher investment score and better overall value.
4249,9408,7633,6500000,19400000,2737,3837,5,2,57,72,B,Higher investment score and better overall value.
4250,4477,279,21700000,15500000,2422,1960,4,3,86,78,A,Higher investment score and better overall value.
4251,2691,1541,16600000,5700000,1624,2376,5,3,94,76,A,Higher investment score and better overall value.
4252,9646,6764,10200000,16700000,1084,1520,1,3,53,76,B,Higher investment score and better overall value.
4253,1889,2611,8200000,8100000,3130,2110,4,1,92,75,A,Higher investment score and better overall value.
4254,3802,9962,21500000,9800000,2003,1656,5,3,85,52,A,Higher investment score and better overall value.
4255,1747,3519,14800000,11700000,1147,3893,2,3,54,74,B,Higher investment score and better overall value.
4256,8976,6894,16300000,5000000,1234,1155,2,2,52,60,B,Higher investment score and better overall value.
4257,3133,7441,19600000,8500000,2344,1726,4,3,69,57,A,Higher investment score and better overall value.
4258,6875,602,23300000,15100000,3862,2855,3,5,96,56,A,Higher investment score and better overall value.
4259,1889,1490,10700000,17400000,1954,3869,5,4,86,72,A,Higher investment score and better overall value.
4260,4218,3308,18900000,8800000,3195,1968,5,4,96,75,A,Higher investment score and better overall value.
4261,9379,741,22000000,16400000,3860,1193,2,2,74,75,B,Higher investment score and better overall value.
4262,3021,1636,25000000,3500000,2156,2978,2,5,72,89,B,Higher investment score and better overall value.
4263,677,5489,20200000,10600000,1706,695,2,4,57,80,B,Higher investment score and better overall value.
4264,4941,1258,16000000,11200000,3776,2479,5,5,55,62,B,Higher investment score and better overall value.
4265,1263,7735,16800000,22000000,3776,1410,5,5,70,96,B,Higher investment score and better overall value.
4266,142,5045,12800000,10400000,3777,1047,3,1,94,62,A,Higher investment score and better overall value.
4267,6295,3360,13000000,23500000,1189,2549,4,2,58,55,A,Higher investment score and better overall value.
4268,4785,5039,14600000,13300000,2890,2580,2,2,64,89,B,Higher investment score and better overall value.
4269,6124,7001,18100000,12000000,3253,3801,5,1,94,60,A,Higher investment score and better overall value.
4270,8568,1457,25000000,24800000,3890,3690,1,2,64,99,B,Higher investment score and better overall value.
4271,6482,3986,17700000,9700000,2963,1419,3,1,55,58,B,Higher investment score and better overall value.
4272,1447,3253,5300000,4100000,2681,1402,3,3,95,73,A,Higher investment score and better overall value.
4273,4372,8340,24500000,17000000,1544,1313,3,4,50,62,B,Higher investment score and better overall value.
4274,7016,4146,4000000,15100000,2556,2739,5,2,61,100,B,Higher investment score and better overall value.
4275,44,9887,21800000,9300000,3065,3638,2,2,84,67,A,Higher investment score and better overall value.
4276,2678,6011,20600000,9100000,3699,981,3,1,97,69,A,Higher investment score and better overall value.
4277,6442,5932,5400000,21500000,2605,3041,1,5,88,90,B,Higher investment score and better overall value.
